,ID,DOI,complete,csv_post_title,crossref_API_out,title,DOI_API,title_API,title_match,DOI_match
1970,1942,10.1002/jso.24109,"Sooriakumaran P, Dev HS, Skarecky D, Ahlering T. The importance of surgical margins in prostate cancer..   Mar;113(3):310-5. doi: 10.1002/jso.24109. Epub 2016 Mar 23.",The importance of surgical margins in prostate cancer.,"{'title': ['The importance of surgical margins in prostate cancer'], 'DOI': '10.1002/jso.24109'}",['The importance of surgical margins in prostate cancer'],10.1002/jso.24109,The importance of surgical margins in prostate cancer,False,True
1971,1458,10.1016/j.eururo.2015.05.023,"Sooriakumaran P, Karnes J, Stief C, Copsey B, Montorsi F, Hammerer P, Beyer B, Moschini M, Gratzke C, Steuber T, Suardi N, Briganti A, Manka L, Nyberg T, Dutton SJ, Wiklund P, Graefen M. A multi-institutional analysis of perioperative outcomes in 106 men who underwent radical prostatectomy for distant metastatic prostate cancer at presentation.   May;pii: S0302-2838(15):00425-X. doi: 10.1016/j.eururo.2015.05.023. Epub ahead of print.",A multi-institutional analysis of perioperative outcomes in 106 men who underwent radical prostatectomy for distant metastatic prostate cancer at presentation,"{'title': ['A Multi-institutional Analysis of Perioperative Outcomes in 106 Men Who Underwent Radical Prostatectomy for Distant Metastatic Prostate Cancer at Presentation'], 'DOI': '10.1016/j.eururo.2015.05.023'}",['A Multi-institutional Analysis of Perioperative Outcomes in 106 Men Who Underwent Radical Prostatectomy for Distant Metastatic Prostate Cancer at Presentation'],10.1016/j.eururo.2015.05.023,A Multi-institutional Analysis of Perioperative Outcomes in 106 Men Who Underwent Radical Prostatectomy for Distant Metastatic Prostate Cancer at Presentation,True,True
1972,1308,10.1111/bju.12483,"Sooriakumaran P, Ploumidis A, Nyberg T, Olsson M, Akre O, Haendler L, Egevad L, Nilsson A, Carlsson S, Jonsson M, Adding C, Hosseini A, Steineck G, Wiklund P. The impact of length and location of positive margins in predicting biochemical recurrence after robot-assisted radical prostatectomy with a minimum follow-up of 5 years.   Jan;115(1):106-13. doi: 10.1111/bju.12483.",The impact of length and location of positive margins in predicting biochemical recurrence after robot-assisted radical prostatectomy with a minimum follow-up of 5 years,None,None,None,,False,False
1973,1139,10.1016/j.eururo.2013.11.018,"Sooriakumaran P, Srivastava A, Shariat SF, Stricker PD, Ahlering T, Eden CG, Wiklund PN, Sanchez-Salas R, Mottrie A, Lee D, Neal DE, Ghavamian R, Nyirady P, Nilsson A, Carlsson S, Xylinas E, Loidl W, Seitz C, Schramek P, Roehrborn C, Cathelineau X, Skarecky D, Shaw G, Warren A, Delprado WJ, Haynes AM, Steyerberg E, Roobol MJ, Tewari AK. A multinational, multi-institutional study comparing positive surgical margin rates among 22393 open, laparoscopic, and robot-assisted radical prostatectomy patients.   Sep;66(3):450-6. doi: 10.1016/j.eururo.2013.11.018. Epub 2013 Nov 24.","A multinational, multi-institutional study comparing positive surgical margin rates among 22393 open, laparoscopic, and robot-assisted radical prostatectomy patients","{'title': ['A Multinational, Multi-institutional Study Comparing Positive Surgical Margin Rates Among 22393 Open, Laparoscopic, and Robot-assisted Radical Prostatectomy Patients'], 'DOI': '10.1016/j.eururo.2013.11.018'}","['A Multinational, Multi-institutional Study Comparing Positive Surgical Margin Rates Among 22393 Open, Laparoscopic, and Robot-assisted Radical Prostatectomy Patients']",10.1016/j.eururo.2013.11.018,"A Multinational, Multi-institutional Study Comparing Positive Surgical Margin Rates Among 22393 Open, Laparoscopic, and Robot-assisted Radical Prostatectomy Patients",True,True
1974,791,10.1007/s40266-013-0128-2,"Sorli C, Warren M, Oyer D, Mersebach H, Johansen T, Gough SC. Elderly patients with diabetes experience a lower rate of nocturnal hypoglycaemia with insulin degludec than with insulin glargine: a meta-analysis of phase IIIa trials.   Dec;30(12):1009-18.",Elderly patients with diabetes experience a lower rate of nocturnal hypoglycaemia with insulin degludec than with insulin glargine: a meta-analysis of phase IIIa trials,"{'title': ['Hypoglycaemia risk with insulin degludec compared with insulin glargine in type 2 and type 1 diabetes: a pre-planned meta-analysis of phase 3 trials'], 'DOI': '10.1111/dom.12032'}",['Hypoglycaemia risk with insulin degludec compared with insulin glargine in type 2 and type 1 diabetes: a pre-planned meta-analysis of phase 3 trials'],10.1111/dom.12032,Hypoglycaemia risk with insulin degludec compared with insulin glargine in type 2 and type 1 diabetes: a pre-planned meta-analysis of phase 3 trials,False,False
1975,2363,,"Sousa MJ, Betts T. Inappropriate shocks from a subcutaneous implantable cardioverter-defibrillator due to oversensing during periods of rate-related bundle branch block. J Arrhythm. 2017;33(1):73-5.",Inappropriate shocks from a subcutaneous implantable cardioverter-defibrillator due to oversensing during periods of rate-related bundle branch block.,"{'title': ['Inappropriate shocks from a subcutaneous implantable cardioverter-defibrillator due to oversensing during periods of rate-related bundle branch block'], 'DOI': '10.1016/j.joa.2016.05.006'}",['Inappropriate shocks from a subcutaneous implantable cardioverter-defibrillator due to oversensing during periods of rate-related bundle branch block'],10.1016/j.joa.2016.05.006,Inappropriate shocks from a subcutaneous implantable cardioverter-defibrillator due to oversensing during periods of rate-related bundle branch block,False,False
1976,2258,,"Southey MC, Goldgar DE, Winqvist R, Pylkas K, Couch F, Tischkowitz M et al. PALB2, CHEK2 and ATM rare variants and cancer risk: data from COGS.   Dec;53(12):800-11. PubMed PMID: 27595995. Pubmed Central PMCID: 5200636. Epub 2016/09/07. eng.","PALB2, CHEK2 and ATM rare variants and cancer risk: data from COGS","{'title': ['PALB2,CHEK2andATMrare variants and cancer risk: data from COGS'], 'DOI': '10.1136/jmedgenet-2016-103839'}","['PALB2,CHEK2andATMrare variants and cancer risk: data from COGS']",10.1136/jmedgenet-2016-103839,"PALB2,CHEK2andATMrare variants and cancer risk: data from COGS",False,False
1977,282,10.1056/NEJMoa1110039,"SPARTAC Trial Investigators, Fidler S, Porter K, Ewings F, Frater J, Ramjee G, Cooper D, Rees H, Fisher M, Schechter M, Kaleebu P, Tambussi G, Kinloch S, Miro JM, Kelleher A, McClure M, Kaye S, Gabriel M, Phillips R, Weber J, Babiker A. Short-course antiretroviral therapy in primary HIV infection.   Jan;368(3):207-17. doi: 10.1056/NEJMoa1110039.",Short-course antiretroviral therapy in primary HIV infection,"{'title': ['Short-Course Antiretroviral Therapy in Primary HIV Infection'], 'DOI': '10.1056/nejmc1303486'}",['Short-Course Antiretroviral Therapy in Primary HIV Infection'],10.1056/nejmc1303486,Short-Course Antiretroviral Therapy in Primary HIV Infection,True,False
1978,1923,10.1016/j.rbmo.2015.05.008,"Spath K, Wells D. Deep impact: sequencing embryo biopsy specimens at increasing depth.   Jul;31(1):1-3. doi: 10.1016/j.rbmo.2015.05.008..",Deep impact: sequencing embryo biopsy specimens at increasing depth,"{'title': ['Deep impact: sequencing embryo biopsy specimens at increasing depth'], 'DOI': '10.1016/j.rbmo.2015.05.008'}",['Deep impact: sequencing embryo biopsy specimens at increasing depth'],10.1016/j.rbmo.2015.05.008,Deep impact: sequencing embryo biopsy specimens at increasing depth,True,True
1979,1600,10.1038/ejhg.2015.165 ,"Spjuth O, Krestyaninova M, Hastings J3 Shen HY, Heikkinen J, Waldenberger M, Langhammer A, Ladenvall C, Esko T, Persson MÃ•â‚¬, Heggland J, Dietrich J, Ose S, Gieger C, Ried JS, Peters A, Fortier I, de Geus EJ, Klovins J, Zaharenko L, Willemsen G, Hottenga JJ, Litton JE, Karvanen J, Boomsma DI, Groop L, Rung J, Palmgren J, Pedersen NL, McCarthy MI, van Duijn CM, Hveem K, Metspalu A, Ripatti S, Prokopenko I, Harris JR.. Harmonising and linking biomedical and clinical data across disparate data archives to enable integrative cross-biobank research.   Aug 26. doi: 10.1038/ejhg.2015.165  Epub ahead of print.",Harmonising and linking biomedical and clinical data across disparate data archives to enable integrative cross-biobank research,"{'title': ['Harmonising and linking biomedical and clinical data across disparate data archives to enable integrative cross-biobank research'], 'DOI': '10.1038/ejhg.2015.165'}",['Harmonising and linking biomedical and clinical data across disparate data archives to enable integrative cross-biobank research'],10.1038/ejhg.2015.165,Harmonising and linking biomedical and clinical data across disparate data archives to enable integrative cross-biobank research,True,True
1980,708,10.1371/journal.pone.0078287,"StÃ•_hr W, Fidler S, McClure M, Weber J, Cooper D, Ramjee G, Kaleebu P, Tambussi G, Schechter M, Babiker A, Phillips RE, Porter K, Frater J. Duration of HIV-1 viral suppression on cessation of antiretroviral therapy in primary infection correlates with time on therapy.   Oct;8(10):e78287. doi: 10.1371/journal.pone.0078287.",Duration of HIV-1 viral suppression on cessation of antiretroviral therapy in primary infection correlates with time on therapy,"{'title': ['Duration of HIV-1 Viral Suppression on Cessation of Antiretroviral Therapy in Primary Infection Correlates with Time on Therapy'], 'DOI': '10.1371/journal.pone.0078287'}",['Duration of HIV-1 Viral Suppression on Cessation of Antiretroviral Therapy in Primary Infection Correlates with Time on Therapy'],10.1371/journal.pone.0078287,Duration of HIV-1 Viral Suppression on Cessation of Antiretroviral Therapy in Primary Infection Correlates with Time on Therapy,True,True
1981,1440,10.1016/j.chom.2014.03.003,"Stacey MA, Marsden M, Pham N TA, Dolton G, Stack G, Jones SA, Jones E, Wilkinson GW, Gallimore AM, Taylor PR, Clare S, Klenerman P, Snelgrove RJ, Lawley TD, Dougan G, Benedict CA, Humphreys IR. Neutrophils recruited by IL-22 in peripheral tissues function as TRAIL-dependent antiviral effectors against MCMV.   Apr 9;15(4):471-83. doi: 10.1016/j.chom.2014.03.003.",Neutrophils recruited by IL-22 in peripheral tissues function as TRAIL-dependent antiviral effectors against MCMV,"{'title': ['Neutrophils Recruited by IL-22 in Peripheral Tissues Function as TRAIL-Dependent Antiviral Effectors against MCMV'], 'DOI': '10.1016/j.chom.2014.03.003'}",['Neutrophils Recruited by IL-22 in Peripheral Tissues Function as TRAIL-Dependent Antiviral Effectors against MCMV'],10.1016/j.chom.2014.03.003,Neutrophils Recruited by IL-22 in Peripheral Tissues Function as TRAIL-Dependent Antiviral Effectors against MCMV,True,True
1982,777,,"Stagg CJ, Johansen-Berg H.. Studying the effects of transcranial direct-current stimulation in stroke recovery using magnetic resonance imaging.   Dec 12;7:857.",Studying the effects of transcranial direct-current stimulation in stroke recovery using magnetic resonance imaging,"{'title': ['Studying the Effects of Transcranial Direct-Current Stimulation in Stroke Recovery Using Magnetic Resonance Imaging'], 'DOI': '10.3389/fnhum.2013.00857'}",['Studying the Effects of Transcranial Direct-Current Stimulation in Stroke Recovery Using Magnetic Resonance Imaging'],10.3389/fnhum.2013.00857,Studying the Effects of Transcranial Direct-Current Stimulation in Stroke Recovery Using Magnetic Resonance Imaging,True,False
1983,344,,"Stagg CJ, Knight S, Talbot K, Jenkinson M, Maudsley AA, Turner MR.. Whole-brain magnetic resonance spectroscopic imaging measures are related to disability in ALS..   Feb 12;80(7):610-15.",Whole-brain magnetic resonance spectroscopic imaging measures are related to disability in ALS.,"{'title': ['Whole-brain magnetic resonance spectroscopic imaging measures are related to disability in ALS'], 'DOI': '10.1212/wnl.0b013e318281ccec'}",['Whole-brain magnetic resonance spectroscopic imaging measures are related to disability in ALS'],10.1212/wnl.0b013e318281ccec,Whole-brain magnetic resonance spectroscopic imaging measures are related to disability in ALS,False,False
1984,545,,"Stagg CJ, Lin RL, Mezue M, Segerdahl A, Kong Y, Xie J, Tracey I. Widespread modulation of cerebral perfusion induced during and after transcranial direct current stimulation applied to the left dorsolateral prefrontal cortex.   Jul;33(28):11425-31.",Widespread modulation of cerebral perfusion induced during and after transcranial direct current stimulation applied to the left dorsolateral prefrontal cortex,"{'title': ['Widespread Modulation of Cerebral Perfusion Induced during and after Transcranial Direct Current Stimulation Applied to the Left Dorsolateral Prefrontal Cortex'], 'DOI': '10.1523/jneurosci.3887-12.2013'}",['Widespread Modulation of Cerebral Perfusion Induced during and after Transcranial Direct Current Stimulation Applied to the Left Dorsolateral Prefrontal Cortex'],10.1523/jneurosci.3887-12.2013,Widespread Modulation of Cerebral Perfusion Induced during and after Transcranial Direct Current Stimulation Applied to the Left Dorsolateral Prefrontal Cortex,True,False
1985,314,,Stagg CJ. Magnetic Resonance Spectroscopy as a tool to study the role of GABA in motor-cortical plasticity.   Feb 1;86:19-27.,Magnetic Resonance Spectroscopy as a tool to study the role of GABA in motor-cortical plasticity,"{'title': ['Magnetic Resonance Spectroscopy as a tool to study the role of GABA in motor-cortical plasticity'], 'DOI': '10.1016/j.neuroimage.2013.01.009'}",['Magnetic Resonance Spectroscopy as a tool to study the role of GABA in motor-cortical plasticity'],10.1016/j.neuroimage.2013.01.009,Magnetic Resonance Spectroscopy as a tool to study the role of GABA in motor-cortical plasticity,True,False
1986,813,,"Stagg CS, Bachtiar V, Amadi U, Gudberg C, Ilie A, Sampaio-Baptista C, O'Shea J, Woolrich M, Smith SM, Filippini N, Near J, Johansen-Berg H. Local GABA concentration is related to network-level resting functional connectivity.   Mar.",Local GABA concentration is related to network-level resting functional connectivity,"{'title': ['Local GABA concentration is related to network-level resting functional connectivity'], 'DOI': '10.7554/elife.01465'}",['Local GABA concentration is related to network-level resting functional connectivity'],10.7554/elife.01465,Local GABA concentration is related to network-level resting functional connectivity,True,False
1987,1176,10.1111/trf.12646,"Stanworth SJ, Estcourt LJ, Llewelyn CA, Murphy MF, Wood EM. Impact of prophylactic platelet transfusions on bleeding events in patients with hematologic malignancies: a subgroup analysis of a randomized trial.   Oct;54(10):2385-93. doi 10.1111/trf.12646..",Impact of prophylactic platelet transfusions on bleeding events in patients with hematologic malignancies: a subgroup analysis of a randomized trial,"{'title': ['Impact of prophylactic platelet transfusions on bleeding events in patients with hematologic malignancies: a subgroup analysis of a randomized trial (CME)'], 'DOI': '10.1111/trf.12646'}",['Impact of prophylactic platelet transfusions on bleeding events in patients with hematologic malignancies: a subgroup analysis of a randomized trial (CME)'],10.1111/trf.12646,Impact of prophylactic platelet transfusions on bleeding events in patients with hematologic malignancies: a subgroup analysis of a randomized trial (CME),False,True
1988,441,,"Stanworth SJ, Estcourt LJ, Powter G, Kahan BC, Dyer C, Choo L et al. A no-prophylaxis platelet-transfusion strategy for hematologic cancers.   May;368(19):1771-80.",A no-prophylaxis platelet-transfusion strategy for hematologic cancers,"{'title': ['A No-Prophylaxis Platelet-Transfusion Strategy for Hematologic Cancers'], 'DOI': '10.1056/nejmoa1212772'}",['A No-Prophylaxis Platelet-Transfusion Strategy for Hematologic Cancers'],10.1056/nejmoa1212772,A No-Prophylaxis Platelet-Transfusion Strategy for Hematologic Cancers,True,False
1989,1383,,"Stanworth SJ, Hudson CL, Estcourt LJ, Johnson RJ, Wood EM.. Risk of bleeding and use of platelet transfusions in patients with hematological malignancies: recurrent event analysis.   Mar.",Risk of bleeding and use of platelet transfusions in patients with hematological malignancies: recurrent event analysis,"{'title': ['Risk of bleeding and use of platelet transfusions in patients with hematologic malignancies: recurrent event analysis'], 'DOI': '10.3324/haematol.2014.118075'}",['Risk of bleeding and use of platelet transfusions in patients with hematologic malignancies: recurrent event analysis'],10.3324/haematol.2014.118075,Risk of bleeding and use of platelet transfusions in patients with hematologic malignancies: recurrent event analysis,False,False
1990,914,,"Stattin P, Carlsson S, HolmstrÃ•_m B, Vickers A, Hugosson J, Lilja H, Jonsson H. Prostate cancer mortality in areas with high and low prostate cancer incidence.   Mar 1;106(dju007). [Epub 2014 Mar 7].",Prostate cancer mortality in areas with high and low prostate cancer incidence. ,"{'title': ['Explaining racial differences in prostate cancer mortality'], 'DOI': '10.1002/cncr.27379'}",['Explaining racial differences in prostate cancer mortality'],10.1002/cncr.27379,Explaining racial differences in prostate cancer mortality,False,False
1991,1355,,"Stattin P, Vickers AJ, Sjoberg DD, Johansson R, Granfors T, Johansson M, Pettersson K, Scardino PT, Hallmans G, Lilja H. Improving the specificity of screening for lethal prostate cancer using prostate-specific antigen and a panel of kallikrein markers: a nested case-control study.   Feb 11. [Epub ahead of print].",Improving the specificity of screening for lethal prostate cancer using prostate-specific antigen and a panel of kallikrein markers: a nested case-control study,"{'title': ['Re: Improving the Specificity of Screening for Lethal Prostate Cancer Using Prostate-Specific Antigen and a Panel of Kallikrein Markers: A Nested Case-Control Study'], 'DOI': '10.1016/j.juro.2015.05.066'}",['Re: Improving the Specificity of Screening for Lethal Prostate Cancer Using Prostate-Specific Antigen and a Panel of Kallikrein Markers: A Nested Case-Control Study'],10.1016/j.juro.2015.05.066,Re: Improving the Specificity of Screening for Lethal Prostate Cancer Using Prostate-Specific Antigen and a Panel of Kallikrein Markers: A Nested Case-Control Study,False,False
1992,2210,10.1016/j.vaccine.2016.09.007,"Stein DF, O'Connor D, Blohmke CJ, Sadarangani M, Pollard AJ. Gene expression profiles are different in venous and capillary blood: Implications for vaccine studies.   Oct;34(44):5306-5313. doi: 10.1016/j.vaccine.2016.09.007. Epub 2016 Sep 15.",Gene expression profiles are different in venous and capillary blood: Implications for vaccine studies,"{'title': ['Gene expression profiles are different in venous and capillary blood: Implications for vaccine studies'], 'DOI': '10.1016/j.vaccine.2016.09.007'}",['Gene expression profiles are different in venous and capillary blood: Implications for vaccine studies'],10.1016/j.vaccine.2016.09.007,Gene expression profiles are different in venous and capillary blood: Implications for vaccine studies,True,True
1993,1243,,"Stein FM, Newton CR, Cheikh-Ismail L, Kihara M, Wulff K et al. The INTERGROWTH-21st project neurodevelopment package: a novel method for the multi-dimensional assessment of neurodevelopment in pre-school age children.   Nov 25;9(11).",The INTERGROWTH-21st project neurodevelopment package: a novel method for the multi-dimensional assessment of neurodevelopment in pre-school age children,"{'title': ['The INTERGROWTH-21st Project Neurodevelopment Package: A Novel Method for the Multi-Dimensional Assessment of Neurodevelopment in Pre-School Age Children'], 'DOI': '10.1371/journal.pone.0113360'}",['The INTERGROWTH-21st Project Neurodevelopment Package: A Novel Method for the Multi-Dimensional Assessment of Neurodevelopment in Pre-School Age Children'],10.1371/journal.pone.0113360,The INTERGROWTH-21st Project Neurodevelopment Package: A Novel Method for the Multi-Dimensional Assessment of Neurodevelopment in Pre-School Age Children,True,False
1994,904,10.1186/1743-0003-11-36,"Steins D, Dawes H, Esser P, Collett J. Wearable accelerometry-based technology capable of assessing functional activities in neurological populations in community settings: a systematic review.   Mar;11. doi:10.1186/1743-0003-11-36.",Wearable accelerometry-based technology capable of assessing functional activities in neurological populations in community settings: a systematic review,"{'title': ['Wearable accelerometry-based technology capable of assessing functional activities in neurological populations in community settings: a systematic review'], 'DOI': '10.1186/1743-0003-11-36'}",['Wearable accelerometry-based technology capable of assessing functional activities in neurological populations in community settings: a systematic review'],10.1186/1743-0003-11-36,Wearable accelerometry-based technology capable of assessing functional activities in neurological populations in community settings: a systematic review,True,True
1995,1457,10.1007/s11934-015-0504-z,"Stevens DJ, Sharma NL, Tewari AK, Kirby R, Sooriakumaran P. Organ-confined prostate cancer: are we moving towards more or less radical surgical intervention?.   May;16(5):27. doi: 10.1007/s11934-015-0504-z..",Organ-confined prostate cancer: are we moving towards more or less radical surgical intervention?,"{'title': ['Organ-Confined Prostate Cancer: Are We Moving Towards More or Less Radical Surgical Intervention?'], 'DOI': '10.1007/s11934-015-0504-z'}",['Organ-Confined Prostate Cancer: Are We Moving Towards More or Less Radical Surgical Intervention?'],10.1007/s11934-015-0504-z,Organ-Confined Prostate Cancer: Are We Moving Towards More or Less Radical Surgical Intervention?,True,True
1996,1894,10.1093/fampra/cmv092,"Stevens SL, Stevens RJ, Hobbs FR, Lasserson D2. Chronic renal disease is not chronic kidney disease: implications for use of the QRISK and Joint British Societies risk scores.   Feb;33(1):57-60. doi: 10.1093/fampra/cmv092. Epub 2015 Nov 18..",Chronic renal disease is not chronic kidney disease: implications for use of the QRISK and Joint British Societies risk scores,"{'title': ['Chronic renal disease is not chronic kidney disease: implications for use of the QRISK and Joint British Societies risk scores'], 'DOI': '10.1093/fampra/cmv092'}",['Chronic renal disease is not chronic kidney disease: implications for use of the QRISK and Joint British Societies risk scores'],10.1093/fampra/cmv092,Chronic renal disease is not chronic kidney disease: implications for use of the QRISK and Joint British Societies risk scores,True,True
1997,2314,,"Stewart, Anne, et al. ""Navigating an unfamiliar world: how parents of young people who self‐harm experience support and treatment."" Child and Adolescent Mental Health (2016).",Navigating an unfamiliar world: how parents of young people who self-harm experience support and treatment,"{'title': ['Navigating an unfamiliar world: how parents of young people who self-harm experience support and treatment'], 'DOI': '10.1111/camh.12205'}",['Navigating an unfamiliar world: how parents of young people who self-harm experience support and treatment'],10.1111/camh.12205,Navigating an unfamiliar world: how parents of young people who self-harm experience support and treatment,True,False
1998,1933,10.1016/j.visres.2015.03.001,"Stingl K, Bartz-Schmidt KU, Besch D, Chee CK, Cottriall CL, Gekeler F, Groppe M, Jackson TL, MacLaren RE, Koitschev A, Kusnyerik A, Neffendorf J, Nemeth J, Naeem MA, Peters T, Ramsden JD, Sachs H, Simpson A, Singh MS, Wilhelm B, Wong D, Zrenner E. Subretinal Visual Implant Alpha IMS-Clinical trial interim report..   Jun;111(Pt B):149-60. doi: 10.1016/j.visres.2015.03.001. Epub 2015 Mar 23.",Subretinal Visual Implant Alpha IMS-Clinical trial interim report.,"{'title': ['Subretinal Visual Implant Alpha IMS – Clinical trial interim report'], 'DOI': '10.1016/j.visres.2015.03.001'}",['Subretinal Visual Implant Alpha IMS – Clinical trial interim report'],10.1016/j.visres.2015.03.001,Subretinal Visual Implant Alpha IMS – Clinical trial interim report,False,True
1999,699,10.1093/jac/dkt180,"Stoesser N, Batty EM, Eyre DW, Morgan M, Wyllie DH, Del Ojo Elias C, Johnson JR, Walker AS, Peto TE, Crook DW. Predicting antimicrobial susceptibilities for Escherichia coli and Klebsiella pneumoniae isolates using whole genomic sequence data.   Oct;68(10):2234-44. doi: 10.1093/jac/dkt180. Epub 2013 May 30..",Predicting antimicrobial susceptibilities for Escherichia coli and Klebsiella pneumoniae isolates using whole genomic sequence data,"{'title': ['Predicting antimicrobial susceptibilities for Escherichia coli and Klebsiella pneumoniae isolates using whole genomic sequence data'], 'DOI': '10.1093/jac/dkt180'}",['Predicting antimicrobial susceptibilities for Escherichia coli and Klebsiella pneumoniae isolates using whole genomic sequence data'],10.1093/jac/dkt180,Predicting antimicrobial susceptibilities for Escherichia coli and Klebsiella pneumoniae isolates using whole genomic sequence data,True,True
2000,1265,10.1128/AAC.03900-14,"Stoesser N, Giess A, Batty EM, Sheppard AE, Walker AS, Wilson DJ, Didelot X, Bashir A, Sebra R, Kasarskis A, Sthapit B, Shakya M, Kelly D, Pollard AJ, Peto TEA, Crook DW, Donnelly P, Thorson S, Amatya P, Shrestha S. Genome sequencing of an extended series of NDM-Klebsiella pneumoniae isolates from neonatal infections in a Nepali hospital characterizes the extent of community- versus hospital-associated transmission in an endemic setting.   Dec;58(12):7347-57. doi: 10.1128/AAC.03900-14. Epub 2014 Sep 29.",Genome sequencing of an extended series of NDM-Klebsiella pneumoniae isolates from neonatal infections in a Nepali hospital characterizes the extent of community- versus hospital-associated transmission in an endemic setting,"{'title': ['Genome Sequencing of an Extended Series of NDM-Producing Klebsiella pneumoniae Isolates from Neonatal Infections in a Nepali Hospital Characterizes the Extent of Community- versus Hospital-Associated Transmission in an Endemic Setting'], 'DOI': '10.1128/aac.03900-14'}",['Genome Sequencing of an Extended Series of NDM-Producing Klebsiella pneumoniae Isolates from Neonatal Infections in a Nepali Hospital Characterizes the Extent of Community- versus Hospital-Associated Transmission in an Endemic Setting'],10.1128/aac.03900-14,Genome Sequencing of an Extended Series of NDM-Producing Klebsiella pneumoniae Isolates from Neonatal Infections in a Nepali Hospital Characterizes the Extent of Community- versus Hospital-Associated Transmission in an Endemic Setting,False,True
2001,1985,10.1016/S1473-3099(16)00010-4,"Stoesser N, Mathers AJ, Moore CE, Day NP, Crook DW. Colistin resistance gene mcr-1 and pHNSHP45 plasmid in human isolates of Escherichia coli and Klebsiella pneumoniae.   Mar;16(3):285-6. doi: 10.1016/S1473-3099(16)00010-4. Epub 2016 Jan 8.",Colistin resistance gene mcr-1 and pHNSHP45 plasmid in human isolates of Escherichia coli and Klebsiella pneumoniae,"{'title': ['Colistin resistance gene mcr-1 and pHNSHP45 plasmid in human isolates of Escherichia coli and Klebsiella pneumoniae'], 'DOI': '10.1016/s1473-3099(16)00010-4'}",['Colistin resistance gene mcr-1 and pHNSHP45 plasmid in human isolates of Escherichia coli and Klebsiella pneumoniae'],10.1016/s1473-3099(16)00010-4,Colistin resistance gene mcr-1 and pHNSHP45 plasmid in human isolates of Escherichia coli and Klebsiella pneumoniae,True,True
2002,1945,10.1128/JCM.00378-15,"Stoesser N, Sheppard AE, Moore CE, Golubchik T, Parry CM, Nget P, Saroeun M, Day NP, Giess A, Johnson JR, Peto TE, Crook DW, Walker AS, Modernizing Medical Microbiology Informatics Group. Extensive Within-Host Diversity in Fecally Carried Extended-Spectrum-Beta-Lactamase-Producing Escherichia coli Isolates: Implications for Transmission Analyses..   Jul;53(7):2122-31. doi: 10.1128/JCM.00378-15. Epub 2015 Apr 22.",Extensive Within-Host Diversity in Fecally Carried Extended-Spectrum-Beta-Lactamase-Producing Escherichia coli Isolates: Implications for Transmission Analyses.,"{'title': ['Extensive Within-Host Diversity in Fecally Carried Extended-Spectrum-Beta-Lactamase-Producing Escherichia coli Isolates: Implications for Transmission Analyses'], 'DOI': '10.1128/jcm.00378-15'}",['Extensive Within-Host Diversity in Fecally Carried Extended-Spectrum-Beta-Lactamase-Producing Escherichia coli Isolates: Implications for Transmission Analyses'],10.1128/jcm.00378-15,Extensive Within-Host Diversity in Fecally Carried Extended-Spectrum-Beta-Lactamase-Producing Escherichia coli Isolates: Implications for Transmission Analyses,False,True
2003,1983,10.1128/mBio.02162-15,"Stoesser N, Sheppard AE, Pankhurst L, De Maio N, Moore CE, Sebra R, Turner P, Anson LW, Kasarskis A, Batty EM, Kos V, Wilson DJ, Phetsouvanh R, Wyllie D, Sokurenko E, Manges AR, Johnson TJ, Price LB, Peto TE, Johnson JR, Didelot X, Walker AS, Crook DW2, Modernizing Medical Microbiology Informatics Group (MMMIG). Evolutionary History of the Global Emergence of the Escherichia coli Epidemic Clone ST131.   Mar;7(2). pii: e02162-15. doi: 10.1128/mBio.02162-15.",Evolutionary History of the Global Emergence of the Escherichia coli Epidemic Clone ST131,"{'title': ['Evolutionary History of the Global Emergence of the\n                    Escherichia coli\n                    Epidemic Clone ST131'], 'DOI': '10.1128/mbio.02162-15'}",['Evolutionary History of the Global Emergence of the\n                    Escherichia coli\n                    Epidemic Clone ST131'],10.1128/mbio.02162-15,"Evolutionary History of the Global Emergence of the
                    Escherichia coli
                    Epidemic Clone ST131",False,True
2004,2092,10.1128/AAC.00840-16,"Stoesser N, Sheppard AE, Peirano G, Sebra RP, Lynch T, Anson LW et al. First Report of blaIMP-14 on a Plasmid Harboring Multiple Drug Resistance Genes in Escherichia coli Sequence Type 131.   Jul;60(8):5068-71. doi: 10.1128/AAC.00840-16. Print 2016 Aug.",First Report of blaIMP-14 on a Plasmid Harboring Multiple Drug Resistance Genes in Escherichia coli Sequence Type 131,"{'title': ['First Report ofblaIMP-14on a Plasmid Harboring Multiple Drug Resistance Genes in Escherichia coli Sequence Type 131'], 'DOI': '10.1128/aac.00840-16'}",['First Report ofblaIMP-14on a Plasmid Harboring Multiple Drug Resistance Genes in Escherichia coli Sequence Type 131'],10.1128/aac.00840-16,First Report ofblaIMP-14on a Plasmid Harboring Multiple Drug Resistance Genes in Escherichia coli Sequence Type 131,False,True
