,ID,DOI,complete,csv_post_title,crossref_API_out
2211,2307,10.1016/j.cmi.2016.10.014,"Walker, T. M., Merker, M., Kohl, T. A., Crook, D. W., Niemann, S., & Peto, T. E. A. (2017). Whole genome sequencing for M/XDR tuberculosis surveillance and for resistance testing. Clinical Microbiology and Infection, 23(3), 161-166.",Whole genome sequencing for M/XDR tuberculosis surveillance and for resistance testing. ,"{'title': ['Challenges and opportunities for whole-genome sequencing-based surveillance of antibiotic resistance'], 'DOI': '10.1111/nyas.13310'}"
2212,2119,10.1016/j.antiviral.2016.08.002,"Wallace ZR, Sanderson S, Simon AK, Dorrell L. Exposure to zidovudine adversely affects mitochondrial turnover in primary T cells.   Sep(133):178-82. doi: 10.1016/j.antiviral.2016.08.002. Epub 2016 Aug 3.",Exposure to zidovudine adversely affects mitochondrial turnover in primary T cells,"{'title': ['Exposure to zidovudine adversely affects mitochondrial turnover in primary T cells'], 'DOI': '10.1016/j.antiviral.2016.08.002'}"
2213,734,,"Wallet HL, Sobh M, Morisset S, Robin M, Fegueux N, Furst S et al. Double umbilical cord blood transplantation for hematological malignancies: a long-term analysis from the SFGM-TC registry.   Nov;41(11):924-33.",Double umbilical cord blood transplantation for hematological malignancies: a long-term analysis from the SFGM-TC registry,"{'title': ['Double umbilical cord blood transplantation for hematological malignancies: A long-term analysis from the SFGM-TC registry'], 'DOI': '10.1016/j.exphem.2013.05.297'}"
2214,1498,10.1162/jocn_a_00838,"Wallis G, Stokes M, Cousijn H, Woolrich M, Nobre AC. Frontoparietal and cingulo-opercular networks play dissociable roles in control of working memory.   Oct;27(10):2019-34. doi: 10.1162/jocn_a_00838. Epub 2015 Jun 4..",Frontoparietal and cingulo-opercular networks play dissociable roles in control of working memory,None
2215,2151,10.1038/gim.2016.90,"Walsh R, Thomson KL, Ware JS, Funke BH, Woodley J, McGuire KJ et al. Reassessment of Mendelian gene pathogenicity using 7,855 cardiomyopathy cases and 60,706 reference samples.   Aug 17. doi: 10.1038/gim.2016.90. [Epub ahead of print].","Reassessment of Mendelian gene pathogenicity using 7,855 cardiomyopathy cases and 60,706 reference samples",None
2216,301,,"Wang H, Yuan Z, Barnes E, Yuan M, Li C, Fu Y, Xia X, Li G, Newton PN, Vongsouvath M, Klenerman P, Pybus OG, Murphy D, Abe K, Lu L. Eight novel hepatitis C virus genomes reveal the changing taxonomic structure of genotype 6.   Jan.",Eight novel hepatitis C virus genomes reveal the changing taxonomic structure of genotype 6,"{'title': ['Eight novel hepatitis C virus genomes reveal the changing taxonomic structure of genotype 6'], 'DOI': '10.1099/vir.0.047506-0'}"
2217,790,10.1158/1078-0432.CCR-13-0550 ,"Wang J, Carvajal-Carmona LG, Chu JH, Zauber AG, APC Trial Collaborators, Kubo M, Matsuda K, Dunlop M, Houlston RS, Sieber O, Lipton L, Gibbs P, Martin NG, Montgomery GW, Young J, Baird PN, Ratain MJ, Nakamura Y, Weiss ST, Tomlinson I, Bertagnolli MM. Germline variants and advanced colorectal adenomas: adenoma prevention with celecoxib trial genome-wide association study.   Dec 1;19(23):6430-7. doi: 10.1158/1078-0432.CCR-13-0550 Epub ahed of print 2013 Oct. 1.",Germline variants and advanced colorectal adenomas: adenoma prevention with celecoxib trial genome-wide association study,"{'title': ['Germline Variants and Advanced Colorectal Adenomas: Adenoma Prevention with Celecoxib Trial Genome-wide Association Study'], 'DOI': '10.1158/1078-0432.ccr-13-0550'}"
2218,335,,"Wang J, El-Masry N, Talbot I, Tomlinson I, Alison MR, El-Bahrawy M. Expression profiling of proliferation and apoptotic markers along the adenoma-carcinoma sequence in familial adenomatous polyposis patients.   Feb;2013:107534. ePub ahead of print Feb 13 2013.",Expression profiling of proliferation and apoptotic markers along the adenoma-carcinoma sequence in familial adenomatous polyposis patients,"{'title': ['Expression Profiling of Proliferation and Apoptotic Markers along the Adenoma-Carcinoma Sequence in Familial Adenomatous Polyposis Patients'], 'DOI': '10.1155/2013/107534'}"
2219,800,10.1016/S2213-2600(13)70245-5,"Wang K, Birring SS,  Taylor K,  Fry NK,  Hay AD,  Moore M,  Jin J,  Perera R,  Farmer A, Little P,  Harrison TG,  Mant D,  Harnden A. Montelukast for postinfectious cough in adults: a double-blind randomised placebo-controlled trial.   Dec 2:01-Sep. doi.10.1016/S2213-2600(13)70245-5.",Montelukast for postinfectious cough in adults: a double-blind randomised placebo-controlled trial,"{'title': ['Double-Blind Placebo-Controlled Trial of Quetiapine in Anorexia Nervosa'], 'DOI': '10.1002/erv.2169'}"
2220,271,,"Wang LM, Jani AR, Hill EJ, Sharma RA. Anatomical basis and histopathological changes resulting from selective internal radiotherapy for liver metastases.   Jan;66:205-211.",Anatomical basis and histopathological changes resulting from selective internal radiotherapy for liver metastases,"{'title': ['Anatomical basis and histopathological changes resulting from selective internal radiotherapy for liver metastases'], 'DOI': '10.1136/jclinpath-2012-201231'}"
2221,1837,10.18632/oncotarget.6770,"wang LM, Silvia MA, D'Costa Z, Bockelmann R, Soonawalla Z, Liu S, O'Neill E3, Wang LM et al. The prognostic role of desmoplastic stroma in pancreatic ductal adenocarcinoma..   Jan 26;7(4):4183-94. doi: 10.18632/oncotarget.6770..",The prognostic role of desmoplastic stroma in pancreatic ductal adenocarcinoma.,"{'title': ['The prognostic role of desmoplastic stroma in pancreatic ductal adenocarcinoma'], 'DOI': '10.18632/oncotarget.6770'}"
2222,1522,10.1111/jvh.12428,"Wang Q, Sachse P, Semmo M, Lokhande M, Montani M, Dufour JF, Zoulim F, Klenerman P, Semmo N. T- and B-cell responses and previous exposure to hepatitis B virus in  'anti-HBc alone'  patients.   Jun 15. doi: 10.1111/jvh.12428. [Epub ahead of print].",T- and B-cell responses and previous exposure to hepatitis B virus in 'anti-HBc alone' patients,"{'title': ['High levels of serum hepatitis B virus DNA in patients with ‘anti-HBc alone’: role of HBsAg mutants'], 'DOI': '10.1111/j.1365-2893.2011.01482.x'}"
2223,164,,"Wanigasekera V, Lee MC, Rogers R, Kong Y, Leknes S, Andersson J, Tracey I. Baseline reward circuitry activity and trait reward responsiveness predict expression of opioid analgesia in healthy subjects.   Oct;109(43):17705-10.",Baseline reward circuitry activity and trait reward responsiveness predict expression of opioid analgesia in healthy subjects,"{'title': ['Baseline reward circuitry activity and trait reward responsiveness predict expression of opioid analgesia in healthy subjects'], 'DOI': '10.1073/pnas.1120201109'}"
2224,1822,10.1097/ALN.0000000000000924,"Wanigasekera V, Mezue M, Andersson J, Kong Y, Tracey I. Disambiguating pharmacodynamic efficacy from behavior with neuroimaging: Implications for analgesic drug development.   Jan;124(1):159-68. 10.1097/ALN.0000000000000924.",Disambiguating pharmacodynamic efficacy from behavior with neuroimaging: Implications for analgesic drug development,"{'title': ['Disambiguating Pharmacodynamic Efficacy from Behavior with Neuroimaging'], 'DOI': '10.1097/aln.0000000000000924'}"
2225,397,,"Ward C, Langdon SP, Mullen P, Harris AL, Harrison DJ, Supuran CT, Kunkler IH. New strategies for targeting the hypoxic tumour microenvironment in breast cancer.   Apr.",New strategies for targeting the hypoxic tumour microenvironment in breast cancer,"{'title': ['Targeting the Breast Cancer Kinome'], 'DOI': '10.1002/jcp.25427'}"
2226,326,10.1371/journal.pone.0057320,"Warimwe GM, Murungi LM, Kamuyu G, Nyangweso GM, Wambua J, Naranbhai V, Fletcher HA, Hill AV, Bejon P, Osier FH, Marsh K. The ratio of monocytes to lymphocytes in peripheral blood correlates with increased susceptibility to clinical malaria in Kenyan children.   Feb;8(2):e57320. doi: 10.1371/journal.pone.0057320. Epub 2013 Feb 20.",The ratio of monocytes to lymphocytes in peripheral blood correlates with increased susceptibility to clinical malaria in Kenyan children,"{'title': ['The Ratio of Monocytes to Lymphocytes in Peripheral Blood Correlates with Increased Susceptibility to Clinical Malaria in Kenyan Children'], 'DOI': '10.1371/journal.pone.0057320'}"
2227,1360,10.7861/clinmedicine.14-6-78,"Warrell MJ, Warrell DA.. Rabies: the clinical features, management and prevention of the classic zoonosis.   Feb;15(1):78-81. doi: 10.7861/clinmedicine.14-6-78.","Rabies: the clinical features, management and prevention of the classic zoonosis","{'title': ['Rabies: the clinical features, management and prevention of the classic zoonosis'], 'DOI': '10.7861/clinmedicine.14-6-78'}"
2228,1886,10.1111/tmi.12668,Warrell MJ. The dilemma of managing human rabies encephalitis..   Apr;21(4):456-7. doi: 10.1111/tmi.12668. Epub 2016 Feb 9..,The dilemma of managing human rabies encephalitis.,"{'title': ['The dilemma of managing human rabies encephalitis'], 'DOI': '10.1111/tmi.12668'}"
2229,851,10.1080/15265161.2014.900144,Warsh J. PPI: Understanding the Difference Between Patient and Public Involvement.   Jan;14(6):25-Jun. doi: 10.1080/15265161.2014.900144.,PPI: Understanding the Difference Between Patient and Public Involvement,"{'title': ['PPI: Understanding the Difference Between Patient and Public Involvement'], 'DOI': '10.1080/15265161.2014.900144'}"
2230,2140,10.1016/B978-0-444-63432-0.00009-8,"Waters P, Pettingill P, Lang B. Detection methods for neural autoantibodies..   Sep(133):147-63. doi: 10.1016/B978-0-444-63432-0.00009-8..",Detection methods for neural autoantibodies.,"{'title': ['Methods for Autophagy Detection*'], 'DOI': '10.3724/sp.j.1206.2012.00010'}"
2231,2139,10.1136/jnnp-2015-312601,"Waters P, Reindl M, Saiz A, Schanda K, Tuller F, Kral V, Nytrova P, Sobek O, Nielsen HH, Barington T, Lillevang ST, Illes Z, Rentzsch K, Berthele A, Berki T, Granieri L, Bertolotto A, Giometto B, Zuliani L, Hamann D, van Pelt ED, Hintzen R, HÃ¶ftberger R, Costa C, Comabella M, Montalban X, TintorÃ© M, Siva A, Altintas A, Deniz G, Woodhall M, Palace J, Paul F, Hartung HP, Aktas O, Jarius S, Wildemann B, Vedeler C, Ruiz A, Leite MI, Trillenberg P, Probst M, Saschenbrecker S, Vincent A, Marignier R. Multicentre comparison of a diagnostic assay: aquaporin-4 antibodies in neuromyelitis optica.   Sep;87(9):1005-15. doi: 10.1136/jnnp-2015-312601. Epub 2016 Apr 25.",Multicentre comparison of a diagnostic assay: aquaporin-4 antibodies in neuromyelitis optica,"{'title': ['Aquaporin-4 Antibodies (NMO-IgG) as a Serological Marker of Neuromyelitis Optica: A Critical Review of the Literature'], 'DOI': '10.1111/bpa.12084'}"
2232,1214,,"Waters PJ, Pittock SJ, Bennett JL, Jarius S, Weinshenker BG, Wingerchuk DM. Evaluation of aquaporin-4 antibody assays.   Nov:290-303.",Evaluation of aquaporin-4 antibody assays,"{'title': ['Evaluation of aquaporin-4 antibody assays'], 'DOI': '10.1111/cen3.12107'}"
2233,318,,Watkins H. Assigning a causal role to genetic variants in hypertrophic cardiomyopathy.   Feb;6(1):02-Apr.,Assigning a causal role to genetic variants in hypertrophic cardiomyopathy,"{'title': ['Assigning a Causal Role to Genetic Variants in Hypertrophic Cardiomyopathy'], 'DOI': '10.1161/circgenetics.111.000032'}"
2234,1578,,"Watson AS, Riffelmacher T, Stranks A, Williams O, De Boer J, Cain K, MacFarlane M, McGouran J, Kessler B, Khandwala S, Chowdhury O, Puleston D, Phadwal K, Mortensen M, Ferguson D, Soilleux E, Woll P, Jacobsen SEW, Simon AK. Autophagy limits proliferation and glycolytic metabolism in acute myeloid leukemia.   Aug 27;1:pii: 15008.",Autophagy limits proliferation and glycolytic metabolism in acute myeloid leukemia,"{'title': ['Autophagy limits proliferation and glycolytic metabolism in acute myeloid leukemia'], 'DOI': '10.1038/cddiscovery.2015.8'}"
2235,1386,10.1111/bju.13122,"Watson E, Shinkins B, Frith E, Neal D, Hamdy F, Walter F, Weller D, Wilkinson C, Faithfull S, Wolstenholme J, Sooriakumaran P, Kastner C, Campbell C, Neal R, Butcher H, Matthews M, Perera R, Rose P. Symptoms, unmet needs, psychological well-being and health status in survivors of prostate cancer: implications for redesigning follow-up.   Mar. doi: 10.1111/bju.13122. [Epub ahead of print].","Symptoms, unmet needs, psychological well-being and health status in survivors of prostate cancer: implications for redesigning follow-up","{'title': ['Symptoms, unmet needs, psychological well-being and health status in survivors of prostate cancer: implications for redesigning follow-up'], 'DOI': '10.1111/bju.13122'}"
2236,1205,10.1016/j.ienj.2014.01.001,"Way RB, Beer SA, Wilson SJ. Whats that noise? Bedside monitoring in the Emergency Department.   Oct 24. doi.10.1016/j.ienj.2014.01.001 ePub ahead of print.",Whats that noise? Bedside monitoring in the Emergency Department,"{'title': ['Whats that noise? Bedside monitoring in the Emergency Department'], 'DOI': '10.1016/j.ienj.2014.01.001'}"
2237,1183,10.1007/s00520-014-2224-1,"Weaver A, Love SB, Larsen M, Shanyinde M, Waters R, Grainger L, Shearwood V, Brooks C, Gibson O, Young AM, Tarassenko L. A pilot study: dose adaptation of capecitabine using mobile phone toxicity monitoring  -  supporting patients in their homes.   Oct;22(10):2677-85. doi: 10.1007/s00520-014-2224-1. Epub 2014 Apr 26.",A pilot study: dose adaptation of capecitabine using mobile phone toxicity monitoring  -  supporting patients in their homes,"{'title': ['A pilot study: dose adaptation of capecitabine using mobile phone toxicity monitoring — supporting patients in their homes'], 'DOI': '10.1007/s00520-014-2224-1'}"
2238,1160,,"Webb AJ, Pendlebury ST, Li L, Simoni M, Lovett N, Mehta Z, Rothwell PM.. Validation of the Montreal cognitive assessment versus mini-mental state examination against hypertension and hypertensive arteriopathy after transient ischemic attack or minor stroke.   Sep 23. Epub ahead of print.",Validation of the Montreal cognitive assessment versus mini-mental state examination against hypertension and hypertensive arteriopathy after transient ischemic attack or minor stroke,"{'title': ['Validation of the Montreal Cognitive Assessment Versus Mini-Mental State Examination Against Hypertension and Hypertensive Arteriopathy After Transient Ischemic Attack or Minor Stroke'], 'DOI': '10.1161/strokeaha.114.006309'}"
2239,2012,10.1161/STROKEAHA.115.012411,"Webb AJ, Rothwell PM. Magnetic Resonance Imaging Measurement of Transmission of Arterial Pulsation to the Brain on Propranolol Versus Amlodipine.   Jun;47(6):1669-72. doi: 10.1161/STROKEAHA.115.012411. Epub 2016 May 3.",Magnetic Resonance Imaging Measurement of Transmission of Arterial Pulsation to the Brain on Propranolol Versus Amlodipine,"{'title': ['Magnetic Resonance Imaging Measurement of Transmission of Arterial Pulsation to the Brain on Propranolol Versus Amlodipine'], 'DOI': '10.1161/strokeaha.115.012411'}"
2240,886,,"Webb AJ, Rothwell PM.. Physiological Correlates of Beat-to-Beat, Ambulatory, and Day-to-Day Home Blood Pressure Variability After Transient Ischemic Attack or Minor Stroke..   Feb;45(2):533-8.","Physiological Correlates of Beat-to-Beat, Ambulatory, and Day-to-Day Home Blood Pressure Variability After Transient Ischemic Attack or Minor Stroke.","{'title': ['Physiological Correlates of Beat-to-Beat, Ambulatory, and Day-to-Day Home Blood Pressure Variability After Transient Ischemic Attack or Minor Stroke'], 'DOI': '10.1161/strokeaha.113.003321'}"
2241,171,,"Webb AJ, Simoni M, Mazzucco S, Kuker W, Schulz U, Rothwell PM. Increased cerebral arterial pulsatility in patients with leukoaraiosis: arterial stiffness enhances transmission of aortic pulsatility.   Oct;43(10):2631-6.",Increased cerebral arterial pulsatility in patients with leukoaraiosis: arterial stiffness enhances transmission of aortic pulsatility,None
2242,1120,,"Webb AJ, Wilson M, Lovett N, Paul N, Fischer U, Rothwell PM.. Response of Day-to-Day Home Blood Pressure Variability by Antihypertensive Drug Class After Transient Ischemic Attack or Nondisabling Stroke.   Aug 21. Epub ahead of print.",Response of Day-to-Day Home Blood Pressure Variability by Antihypertensive Drug Class After Transient Ischemic Attack or Nondisabling Stroke,"{'title': ['Response of Day-to-Day Home Blood Pressure Variability by Antihypertensive Drug Class After Transient Ischemic Attack or Nondisabling Stroke'], 'DOI': '10.1161/strokeaha.114.005982'}"
2243,2365,,"Webb TR, Erdmann J, Stirrups KE, Stitziel NO, Masca NG, Jansen H, et al. Systematic Evaluation of Pleiotropy Identifies 6 Further Loci Associated With Coronary Artery Disease. J Am Coll Cardiol. 2017;69(7):823-36.",Systematic Evaluation of Pleiotropy Identifies 6 Further Loci Associated With Coronary Artery Disease. ,"{'title': ['Systematic Evaluation of Pleiotropy Identifies 6 Further Loci Associated With\xa0Coronary Artery\xa0Disease'], 'DOI': '10.1016/j.jacc.2016.11.056'}"
2244,1397,10.1016/S0140-6736(14)62401-6.,"Webster DP, Klenerman P, Dusheiko GM. Hepatitis C.   Mar 21;385:1124-35. doi: 10.1016/S0140-6736(14)62401-6.  Epub 2015 Feb 14..",Hepatitis C,"{'title': ['Hepatitis C-A clinical review'], 'DOI': '10.1002/jmv.24554'}"
2245,1015,10.1016/j.bbmt.2014.02.020,"Weisdorf D, Eapen M, Ruggeri A, Zhang MJ, Zhong X, Brunstein C, Ustun C, Rocha V, Gluckman E. Alternative donor transplantation for older patients with acute myeloid leukemia in first complete remission: a center for international blood and marrow transplant research-eurocord analysis.   Jun;20(6):816-22. doi 10.1016/j.bbmt.2014.02.020..",Alternative donor transplantation for older patients with acute myeloid leukemia in first complete remission: a center for international blood and marrow transplant research-eurocord analysis,"{'title': ['Alternative Donor Transplantation for Older Patients with Acute Myeloid Leukemia in First Complete Remission: A Center for International Blood and Marrow Transplant Research-Eurocord Analysis'], 'DOI': '10.1016/j.bbmt.2014.02.020'}"
2246,1401,,"Weissmueller NT, Schiffter HA, Carlisle RC, Rollier CS, Pollard AJ. Needle-free dermal delivery of diphtheria toxin CRM197 mutant on potassium-doped hydroxyapatite microparticles.   Mar 25. pii: CVI.00121-15. [Epub ahead of print].",Needle-free dermal delivery of diphtheria toxin CRM197 mutant on potassium-doped hydroxyapatite microparticles,"{'title': ['Needle-Free Dermal Delivery of a Diphtheria Toxin CRM197Mutant on Potassium-Doped Hydroxyapatite Microparticles'], 'DOI': '10.1128/cvi.00121-15'}"
2247,513,10.1586/erv.13.48,"Weissmueller NT, Schiffter HA, Pollard AJ. Intradermal powder immunization with protein-containing vaccines.   Jun;12(6):687-702. doi: 10.1586/erv.13.48.",Intradermal powder immunization with protein-containing vaccines,"{'title': ['Intradermal powder immunization with protein-containing vaccines'], 'DOI': '10.1586/erv.13.48'}"
2248,246,,"Wellcome Trust Case Control Consortium, Maller JB, McVean G, Byrnes J, Vukcevic D, Palin K, Su Z, Howson JM, Auton A, Myers S, Morris A, Pirinen M, Brown MA, Burton PR, Caulfield MJ, Compston A, Farrall M, Hall AS, Hattersley AT, Hill AV, Mathew CG, Pembrey M, Satsangi J, Stratton MR, Worthington J, Craddock N, Hurles M, Ouwehand W, Parkes M, Rahman N, Duncanson A, Todd JA, Kwiatkowski DP, Samani NJ, Gough SC, McCarthy MI, Deloukas P, Donnelly P. Bayesian refinement of association signals for 14 loci in 3 common diseases.   Dec;44(12):1294-301.",Bayesian refinement of association signals for 14 loci in 3 common diseases,"{'title': ['Bayesian refinement of association signals for 14 loci in 3 common diseases'], 'DOI': '10.1038/ng.2435'}"
2249,1097,10.1136/jmedgenet-2014-102497,"Wells D, Kaur K, Grifo J, Glassner M, Taylor J, Fragouli E, Munne M. Clinical utilization of a rapid low-pass whole-genome sequencing technique for the diagnosis of aneuploidy in human embryos prior to implantation.   Aug;51(8):553-62. doi: 10.1136/jmedgenet-2014-102497 .",Clinical utilization of a rapid low-pass whole-genome sequencing technique for the diagnosis of aneuploidy in human embryos prior to implantation,"{'title': ['Clinical utilisation of a rapid low-pass whole genome sequencing technique for the diagnosis of aneuploidy in human embryos prior to implantation'], 'DOI': '10.1136/jmedgenet-2014-102497'}"
2250,1437,10.2147/CEG.S48305,"Wendt E, Keshav S.. CCR9 antagonism: potential in the treatment of Inflammatory Bowel Disease.   Apr 7;8:119-30. doi: 10.2147/CEG.S48305. eCollection 2015..",CCR9 antagonism: potential in the treatment of Inflammatory Bowel Disease,"{'title': ['CCR9 antagonism: potential in the treatment of Inflammatory Bowel Disease'], 'DOI': '10.2147/ceg.s48305'}"
2251,2024,10.4049/jimmunol.1500619,"Wendt E, White GE, Ferry H, Huhn M, Greaves DR, Keshav S.. Glucocorticoids Suppress CCR9-Mediated Chemotaxis, Calcium Flux, and Adhesion to MAdCAM-1 in Human T Cells..   May 1;196(9):3910-9. doi: 10.4049/jimmunol.1500619. Epub 2016 Mar 25.","Glucocorticoids Suppress CCR9-Mediated Chemotaxis, Calcium Flux, and Adhesion to MAdCAM-1 in Human T Cells.","{'title': ['Glucocorticoids Suppress CCR9-Mediated Chemotaxis, Calcium Flux, and Adhesion to MAdCAM-1 in Human T Cells'], 'DOI': '10.4049/jimmunol.1500619'}"
2252,1435,10.1371/journal.pone.0119532,"Wendt ER, Ferry H, Greaves DR, Keshav S.. Ratiometric analysis of fura red by flow cytometry: a technique for monitoring intracellular calcium flux in primary cell subsets.   Apr 2;10(3). e0119532. doi: 10.1371/journal.pone.0119532. eCollection 2015..",Ratiometric analysis of fura red by flow cytometry: a technique for monitoring intracellular calcium flux in primary cell subsets,"{'title': ['Ratiometric Analysis of Fura Red by Flow Cytometry: A Technique for Monitoring Intracellular Calcium Flux in Primary Cell Subsets'], 'DOI': '10.1371/journal.pone.0119532'}"
2253,1922,10.1002/path.4520,"Weren RD, Venkatachalam R, Cazier JB, Farin HF, Kets CM, de Voer RM et al. Germline deletions in the tumour suppressor gene FOCAD are associated with polyposis and colorectal cancer development.   Jun;236(2):155-64. doi: 10.1002/path.4520. Epub 2015 Mar 26.",Germline deletions in the tumour suppressor gene FOCAD are associated with polyposis and colorectal cancer development,"{'title': ['Germline deletions in the tumour suppressor geneFOCADare associated with polyposis and colorectal cancer development'], 'DOI': '10.1002/path.4520'}"
2254,25,,"Westcar S, Ford KJ , Kelly SC, Snape MD. Antipyretic use after infant immunization.   Apr 4;23(4):183-6.",Antipyretic use after infant immunization,"{'title': ['Antipyretic use after infant immunization'], 'DOI': '10.12968/pnur.2012.23.4.183'}"
2255,1799,10.1371/journal.pgen.1005223,"Westra HJ, Arends D, Esko T, Peters MJ, Schurmann C, Schramm K, Kettunen J, Yaghootkar H, Fairfax BP, Andiappan AK, Li Y, Fu J, Karjalainen J, Platteel M, Visschedijk M, Weersma RK, Kasela S, Milani L, Tserel L, Peterson P, Reinmaa E, Hofman A, Uitterlinden AG, Rivadeneira F, Homuth G, Petersmann A, Lorbeer R, Prokisch H, Meitinger T, Herder C, Roden M, Grallert H, Ripatti S, Perola M, Wood A, Melzer D, Ferrucci L, Singleton AB, Hernandez D, Knight JC, Melchiotti R, Lee B, Poidinger M, Zolezzi F, Larbi A, Wang de Y, van den Berg LH, Veldink JH, Rotzschke O, Makino S, Salomaa V, Strauch K, VÃ¶lker U, van Meurs JB, Metspalu A, Wijmenga C, Jansen RC, Franke L., Van den Berg LH. Cell specific eQTL analysis without sorting cells..   May 8;11(5). e1005223. doi: 10.1371/journal.pgen.1005223. eCollection 2015..",Cell specific eQTL analysis without sorting cells.,"{'title': ['Cell Specific eQTL Analysis without Sorting Cells'], 'DOI': '10.1371/journal.pgen.1005223'}"
2256,709,10.1038/ng.2756,"Westra HJ, Peters MJ, Esko T, Yaghootkar H, Schurmann C, Kettunen J, Christiansen MW, Fairfax BP, Schramm K, Powell JE, Zhernakova A, Zhernakova DV, Veldink JH, Van den Berg LH, Karjalainen J, Withoff S, Uitterlinden AG, Hofman A, Rivadeneira F, 't Hoen PA, Reinmaa E, Fischer K, Nelis M, Milani L, Melzer D, Ferrucci L, Singleton AB, Hernandez DG, Nalls MA, Homuth G, Nauck M, Radke D, VÃ•_lker U, Perola M, Salomaa V, Brody J, Suchy-Dicey A, Gharib SA, Enquobahrie DA, Lumley T, Montgomery GW, Makino S, Prokisch H, Herder C, Roden M, Grallert H, Meitinger T, Strauch K, Li Y, Jansen RC, Visscher PM, Knight JC, Psaty BM, Ripatti S, Teumer A, Frayling TM, Metspalu A, van Meurs JB, Franke L. Systematic identification of trans eQTLs as putative drivers of known disease associations.   Oct;45(10):1238-43. doi: 10.1038/ng.2756. Epub 2013 Sep 8..",Systematic identification of trans eQTLs as putative drivers of known disease associations,"{'title': ['Systematic identification of trans eQTLs as putative drivers of known disease associations'], 'DOI': '10.1038/ng.2756'}"
2257,610,,"Whiffin N, Dobbins SE, Hosking FJ, Palles C, Tenesa A, Wang Y, Farrington SM, Jones AM, Broderick P, Campbell H, Newcomb PA, Casey G, Conti DV, Schumacher F, Gallinger S, Lindor NM, Hopper J, Jenkins M, Dunlop MG, Tomlinson IP, Houlston RS. Deciphering the genetic architecture of low-penetrance susceptibility to colorectal cancer.   Aug 7. ePub ahead of print.",Deciphering the genetic architecture of low-penetrance susceptibility to colorectal cancer,"{'title': ['Deciphering the epigenetic network in colorectal cancer'], 'DOI': '10.1002/path.4094'}"
2258,963,,"Whiffin N, Hosking FJ, Farrington SM, Palles C, Dobbins SE, Zgaga L, Lloyd A, Kinnersley B, Gorman M, Tenesa A, Broderick P, Wang Y, Barclay E, Hayward C, Martin L, Buchanan DD, Ko Win A, Hopper J, Jenkins M, Lindor NM, Newcomb PA, Gallinger S, Conti D, Schumacher F, Casey G, Liu T, The Swedish Low-Risk Colorectal Cancer Study Group, Campbell H, Lindblom A, Houlston RS, Tomlinson IP, Dunlop MG. Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis.   Apr 29. Epub ahead of print.",Identification of susceptibility loci for colorectal cancer in a genome-wide meta-analysis,"{'title': ['Association of 8q24.21 loci with the risk of colorectal cancer: A systematic review and meta-analysis'], 'DOI': '10.1111/j.1440-1746.2011.06831.x'}"
2259,635,,"White SK, Sado DM, Fontana M, Banypersad SM, Maestrini V, Flett AS et al. T1 mapping for myocardial extracellular volume measurement by CMR: bolus only versus primed infusion technique.   Sep;6(9):955-62.",T1 mapping for myocardial extracellular volume measurement by CMR: bolus only versus primed infusion technique,"{'title': ['T1 mapping for myocardial extracellular volume measurement by cardiovascular magnetic resonance: bolus only vs primed infusion technique'], 'DOI': '10.1186/1532-429x-15-s1-o14'}"
2260,259,,"Whiteman P, de Madrid BH, Taylor P, Li D, Heslop R, Viticheep N et al. Molecular basis for Jagged-1/Serrate ligand recognition by the Notch receptor.   Jan;288(10):7305-12.",Molecular basis for Jagged-1/Serrate ligand recognition by the Notch receptor,"{'title': ['Molecular Basis for Jagged-1/Serrate Ligand Recognition by the Notch Receptor'], 'DOI': '10.1074/jbc.m112.428854'}"
2261,1180,10.1016/j.pain.2014.07.009,"Wiech K, Jbabdi S, Lin CS, Andersson J, Tracey I. Differential structural and resting state connectivity between insular sub-divisions and other pain-related brain regions.   Oct;155(10):2047-55. doi: 10.1016/j.pain.2014.07.009.",Differential structural and resting state connectivity between insular sub-divisions and other pain-related brain regions,"{'title': ['Differential structural and resting state connectivity between insular subdivisions and other pain-related brain regions'], 'DOI': '10.1016/j.pain.2014.07.009'}"
2262,359,,"Wiech K, Kahane G, Shackel N, Farias M, Savulescu J, Tracey I. Cold or calculating? Reduced activity in the subgenual cingulate cortex reflects decreased emotional aversion to harming in counterintuitive utilitarian judgment.   Mar;126(3):364-72.",Cold or calculating? Reduced activity in the subgenual cingulate cortex reflects decreased emotional aversion to harming in counterintuitive utilitarian judgment,"{'title': ['Cold or calculating? Reduced activity in the subgenual cingulate cortex reflects decreased emotional aversion to harming in counterintuitive utilitarian judgment'], 'DOI': '10.1016/j.cognition.2012.11.002'}"
2263,427,,"Wiech K, Tracey I. Pain, decisions, and actions: a motivational perspective.   Apr;7(46).","Pain, decisions, and actions: a motivational perspective","{'title': ['Pain, decisions, and actions: a motivational perspective'], 'DOI': '10.3389/fnins.2013.00046'}"
2264,1107,10.1016/j.cub.2014.06.022,"Wiech K, Vandekerckhove J, Zaman J, Tuerlinckx F, Vlaeyen JW, Tracey I. Influence of prior information on pain involves biased perceptual decision-making.   Aug 4;24(15):r679-81. doi: 10.1016/j.cub.2014.06.022.",Influence of prior information on pain involves biased perceptual decision-making,"{'title': ['Influence of prior information on pain involves biased perceptual decision-making'], 'DOI': '10.1016/j.cub.2014.06.022'}"
