FinalDOI,ID,complete,api_add,times_cited,recent_citations,highly_cited_1,highly_cited_5,highly_cited_10,relative_citation_ratio,field_citation_ratio,license
10.2174/1573399810666141010113050,1202,"sheehy s, cohen g, owen k. self-management of diabetes in children and young adults using technology and smartphone applications.   oct 15.","{'doi': '10.2174/1573399810666141010113050', 'times_cited': 13, 'recent_citations': 5, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.74, 'field_citation_ratio': 4.28, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",13.0,5.0,False,False,False,0.74,4.28,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/mt.2012.223,245,"sheehy sh, duncan cj, elias sc, choudhary p, biswas s, halstead fd, collins ka, edwards nj, douglas ad, anagnostou na, ewer kj, havelock t, mahungu t, bliss cm, miura k, poulton id, lillie pj, antrobus rd, berrie e, moyle s, gantlett k, colloca s, cortese r, long ca, sinden re, gilbert sc, lawrie am, doherty t, faust sn, nicosia a, hill av, draper sj. chad63-mva-vectored blood-stage malaria vaccines targeting msp1 and ama1: assessment of efficacy against mosquito bite challenge in humans.   dec;20(12):2355-68. doi: 10.1038/mt.2012.223. epub 2012 oct 23.","{'doi': '10.1038/mt.2012.223', 'times_cited': 130, 'recent_citations': 18, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 5.72, 'field_citation_ratio': 16.01, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",130.0,18.0,False,False,False,5.72,16.01,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1371/journal.pone.0065960,508,"sheehy sh, spencer aj, douglas ad, sim bk, longley rj, edwards nj, poulton id, kimani d, williams ar, anagnostou na, roberts r, kerridge s, voysey m, james er, billingsley pf, gunasekera a, lawrie am, hoffman sl, hill av. optimising controlled human malaria infection studies using cryopreserved p. falciparum parasites administered by needle and syringe.   jun;8(6):e65960.","{'doi': '10.1371/journal.pone.0065960', 'times_cited': 53, 'recent_citations': 7, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.47, 'field_citation_ratio': 7.51, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",53.0,7.0,False,False,False,2.47,7.51,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1128/genomea.01649-15,1951,"sheppard ae, stoesser n, sebra r, kasarskis a, deikus g, anson l, walker as, peto te, crook dw, mathers aj. complete genome sequence of kpc-producing klebsiella pneumoniae strain cav1193..   jan;4(1). pii: e01649-15. doi: 10.1128/genomea.01649-15.","{'doi': '10.1128/genomea.01649-15', 'times_cited': 13, 'recent_citations': 7, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.2, 'field_citation_ratio': 2.84, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",13.0,7.0,False,False,False,1.2,2.84,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/hypertensionaha.115.07108,1899,"sheppard jp, stevens r, gill p, martin u, godwin m, hanley j et al. predicting out-of-office blood pressure in the clinic (proof-bp): derivation and validation of a tool to improve the accuracy of blood pressure measurement in clinical practice.   may;67(5):941-50. doi: 10.1161/hypertensionaha.115.07108. epub 2016 mar 21..","{'doi': '10.1161/hypertensionaha.115.07108', 'times_cited': 18, 'recent_citations': 11, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.0, 'field_citation_ratio': 8.18, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",18.0,11.0,False,False,False,2.0,8.18,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1128/aac.00464-16,2310,"sheppard, anna e., et al. ""nested russian doll-like genetic mobility drives rapid dissemination of the carbapenem resistance gene blakpc."" antimicrobial agents and chemotherapy 60.6 (2016): 3767-3778.","{'doi': '10.1128/aac.00464-16', 'times_cited': 92, 'recent_citations': 59, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 9.74, 'field_citation_ratio': 22.87, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",92.0,59.0,False,False,False,9.74,22.87,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1162/jocn_a_00526,949,"shimi a, kuo bc, astle de, nobre ac, scerif g. age group and individual differences in attentional orienting dissociate neural mechanisms of encoding and maintenance in visual stm.   apr;26(4):864-77. doi: 10.1162/jocn_a_00526. epub 2013 nov 18.","{'doi': '10.1162/jocn_a_00526', 'times_cited': 16, 'recent_citations': 5, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.14, 'field_citation_ratio': 3.8, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",16.0,5.0,False,False,False,1.14,3.8,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.3389/fnhum.2014.01025,1320,"shimi a, woolrich mw, mantini d, astle de. memory load modulates graded changes in distracter filtering.   jan 6;8:1025. doi: 10.3389/fnhum.2014.01025. ecollection 2014.","{'doi': '10.3389/fnhum.2014.01025', 'times_cited': 4, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.31, 'field_citation_ratio': 1.24, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",4.0,0.0,False,False,False,0.31,1.24,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/nature14132,1358,"shungin d, winkler tw, croteau-chonka dc, ferreira t, locke ae, mã•_gi r, strawbridge rj, pers th, fischer k, justice ae, workalemahu t, wu jm, buchkovich ml, heard-costa nl, roman ts, drong aw, song c, gustafsson s, day fr, esko t et al. new genetic loci link adipose and insulin biology to body fat distribution.   feb 12;518(7538):187-96. doi: 10.1038/nature14132.","{'doi': '10.1038/nature14132', 'times_cited': 600, 'recent_citations': 288, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 31.92, 'field_citation_ratio': 97.38, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",600.0,288.0,False,False,False,31.92,97.38,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1186/s12910-015-0085-x,1877,"sibley a, pollard aj, fitzpatrick r, sheehan m. developing a new justification for assent..   jan;17(1):2. doi: 10.1186/s12910-015-0085-x..","{'doi': '10.1186/s12910-015-0085-x', 'times_cited': 12, 'recent_citations': 6, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.18, 'field_citation_ratio': 21.94, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",12.0,6.0,False,False,False,2.18,21.94,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1212/wnl.0000000000003765,2362,"siepmann t, boardman h, bilderbeck a, griffanti l, kenworthy y, zwager c, et al. long-term cerebral white and gray matter changes after preeclampsia. neurology. 2017.","{'doi': '10.1212/wnl.0000000000003765', 'times_cited': 23, 'recent_citations': 21, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 4.93, 'field_citation_ratio': 21.54, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",23.0,21.0,False,False,False,4.93,21.54,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1097/tp.0b013e318282256f,360,"simmonds mj, benavente d, brand oj, moore j, ball s, ferro cj, briggs d, gough sc, borrows rj. skewing of female x-chromosome inactivation: an epigenetic risk factor for kidney transplantation outcome.   mar;95(5):e25-8.","{'doi': '10.1097/tp.0b013e318282256f', 'times_cited': 5, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.2, 'field_citation_ratio': None, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",5.0,0.0,False,False,False,0.2,,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1210/jc.2013-2667,814,"simmonds mj, kavvoura fk, brand oj, newby pr, jackson le, hargreaves ce, franklyn ja, gough sc. skewed x chromosome inactivation and female preponderance in autoimmune thyroid disease: an association study and meta-analysis.   jan;99(1):e127-31.","{'doi': '10.1210/jc.2013-2667', 'times_cited': 31, 'recent_citations': 9, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.71, 'field_citation_ratio': 7.8, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",31.0,9.0,False,False,False,1.71,7.8,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1136/bmjopen-2015-010337,1845,"simmonds r, evans j, feder g, blakeman t, lasserson d, murray e, bennert k, locock l, horwood j. understanding tensions and identifying clinician agreement on improvements to early-stage chronic kidney disease monitoring in primary care.   mar;6(3):e010337. doi: 10.1136/bmjopen-2015-010337.","{'doi': '10.1136/bmjopen-2015-010337', 'times_cited': 9, 'recent_citations': 7, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.95, 'field_citation_ratio': 4.06, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",9.0,7.0,False,False,False,0.95,4.06,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1128/jvi.02793-12,384,"simmons r, sharp c, levine j, bowness p, simmonds p, cox a, klenerman p. evolution of cd8+ t cell responses after acute parv4 infection.   mar.","{'doi': '10.1128/jvi.02793-12', 'times_cited': 14, 'recent_citations': 2, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.87, 'field_citation_ratio': 2.02, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",14.0,2.0,False,False,False,0.87,2.02,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1093/infdis/jis291,71,"simmons r, sharp c, mcclure cp, rohrbach j, kovari h, frangou e, simmonds p, irving w, rauch a, bowness p,  klenerman p, swiss hiv cohort study. parvovirus 4 infection and clinical outcome in high-risk populations.   jun.","{'doi': '10.1093/infdis/jis291', 'times_cited': 23, 'recent_citations': 4, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.31, 'field_citation_ratio': 4.26, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",23.0,4.0,False,False,False,1.31,4.26,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/ni.2497,281,"simon ak, ballabio a. t. rex attacks the lysosome.   jan;14(1):10-feb. doi: 10.1038/ni.2497.","{'doi': '10.1038/ni.2497', 'times_cited': 1, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.04, 'field_citation_ratio': 0.15, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",1.0,0.0,False,False,False,0.04,0.15,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1212/wnl.0b013e31826b951e,155,"simoni m, li l, paul nl, gruter be, schulz ug, k. age- and sex-specific rates of leukoaraiosis in tia and stroke patients: population-based study.   sep 18;79(12):1214-22.","{'doi': '10.1212/wnl.0b013e31826b951e', 'times_cited': 31, 'recent_citations': 12, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.61, 'field_citation_ratio': 6.99, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",31.0,12.0,False,False,False,1.61,6.99,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1016/j.immuni.2018.04.028,2386,"simoni y, fehlings m, kloverpris hn, mcgovern n, koo sl, loh cy, lim s, kurioka a, fergusson jr, tang cl, kam mh, dennis k, lim tkh, fui acy, hoong cw, chan jky, curotto de lafaille m, narayanan s, baig s, shabeer m, toh ses, tan hkk, anicete r, tan eh, takano a, klenerman p, leslie a, tan dsw, tan ib, ginhoux f, newell ew.. human innate lymphoid cell subsets possess tissue-type based heterogeneity in phenotype and frequency. immunity. 2017;46(1):148-61.","{'doi': '10.1016/j.immuni.2018.04.028', 'times_cited': 5, 'recent_citations': 5, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': None, 'field_citation_ratio': None, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",5.0,5.0,False,False,False,,,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1111/dmcn.12294,936,"simpson nh, addis l, brandler wm, slonims v, clark a, watson j, scerri ts, hennessy er, bolton pf, conti-ramsden g, fairfax bp, knight jc, stein j, talcott jb, o'hare a, baird g, paracchini s, fisher se, newbury df; sli consortium.. increased prevalence of sex chromosome aneuploidies in specific language impairment and dyslexia.   apr;56:346-53.  doi: 10.1111/dmcn.12294. epub 2013 oct 9.","{'doi': '10.1111/dmcn.12294', 'times_cited': 22, 'recent_citations': 11, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.01, 'field_citation_ratio': None, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",22.0,11.0,False,False,False,1.01,,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/ejhg.2014.296,1321,"simpson nh, ceroni f, reader rh, covill le, knight jc, hennessy er, bolton pf, conti-ramsden g, o'hare a, baird g, fisher se, newbury df. genome-wide analysis identifies a role for common copy number variants in specific language impairment..   jan 14. doi: 10.1038/ejhg.2014.296. [epub ahead of print].","{'doi': '10.1038/ejhg.2014.296', 'times_cited': 25, 'recent_citations': 9, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.14, 'field_citation_ratio': 4.06, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",25.0,9.0,False,False,False,1.14,4.06,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1371/journal.pone.0114323,1273,"sims s, colston j, emery v, klenerman p.. cd73 is dispensable for the regulation of inflationary cd8+ t-cells after murine cytomegalovirus infection and adenovirus immunisation.   dec 9;9(12). e114323. doi: 10.1371/journal.pone.0114323. ecollection 2014..","{'doi': '10.1371/journal.pone.0114323', 'times_cited': 5, 'recent_citations': 3, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.26, 'field_citation_ratio': 0.84, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",5.0,3.0,False,False,False,0.26,0.84,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1002/eji.201445016,1316,"sims s, klenerman p.. increasing inflationary t-cell responses following transient depletion of mcmv-specific memory t cells.   jan(45 pt 1):113-8. doi: 10.1002/eji.201445016. epub 2014 nov 17.","{'doi': '10.1002/eji.201445016', 'times_cited': 9, 'recent_citations': 4, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.56, 'field_citation_ratio': 1.69, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",9.0,4.0,False,False,False,0.56,1.69,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1167/iovs.16-20230,2244,"simunovic mp, jolly jk, xue k, edwards tl, groppe m, downes sm et al. the spectrum of chm gene mutations in choroideremia and their relationship to clinical phenotype.   nov 1;57(14):6033-6039. doi: 10.1167/iovs.16-20230.","{'doi': '10.1167/iovs.16-20230', 'times_cited': 23, 'recent_citations': 17, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 2.43, 'field_citation_ratio': 5.02, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",23.0,17.0,False,False,False,2.43,5.02,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1167/tvst.5.3.10,2067,"simunovic mp, moore at, maclaren re. selective automated perimetry under photopic, mesopic, and scotopic conditions: detection mechanisms and testing strategies.   may;5(3):10. ecollection 2016.","{'doi': '10.1167/tvst.5.3.10', 'times_cited': 6, 'recent_citations': 6, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.59, 'field_citation_ratio': 2.03, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",6.0,6.0,False,False,False,0.59,2.03,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1001/jamaophthalmol.2016.5630,2412,"simunovic mp, xue k, jolly jk, maclaren re. structural and functional recovery following limited iatrogenic macular detachment for retinal gene therapy. jama ophthalmol. 2017;135(3):234-41.","{'doi': '10.1001/jamaophthalmol.2016.5630', 'times_cited': 15, 'recent_citations': 8, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.64, 'field_citation_ratio': 9.0, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",15.0,8.0,False,False,False,1.64,9.0,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1038/ncomms13537,2245,"singh ms, balmer j, barnard ar, aslam sa, moralli d, green cm et al. transplanted photoreceptor precursors transfer proteins to host photoreceptors by a mechanism of cytoplasmic fusion.   nov 30;7:13537. doi: 10.1038/ncomms13537.","{'doi': '10.1038/ncomms13537', 'times_cited': 64, 'recent_citations': 50, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 5.11, 'field_citation_ratio': 27.37, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",64.0,50.0,False,False,False,5.11,27.37,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1158/1078-0432.ccr-13-0634,484,"singleton d.c., harris a.l. microenvironmental induced essentiality of autophagy.   jun;19:2791-2793.","{'doi': '10.1158/1078-0432.ccr-13-0634', 'times_cited': 1, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.0, 'field_citation_ratio': 0.16, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",1.0,0.0,False,False,False,0.0,0.16,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1161/strokeaha.113.004229,978,"sirimarco g, labreuche j, bruckert e, goldstein lb, fox km, rothwell pm, amarenco p; perform and sparcl investigators and committees.. atherogenic dyslipidemia and residual cardiovascular risk in statin-treated patients..   may;45(5):1429-36.","{'doi': '10.1161/strokeaha.113.004229', 'times_cited': 40, 'recent_citations': 15, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 1.97, 'field_citation_ratio': 12.23, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",40.0,15.0,False,False,False,1.97,12.23,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1007/s10286-013-0206-x,607,"sitsapesan h, green al, aziz tz, pereira ea. the periaqueductal grey area and control of blood pressure in neurodegeneration.   aug. epub ahead of print.","{'doi': '10.1007/s10286-013-0206-x', 'times_cited': 1, 'recent_citations': 0, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.09, 'field_citation_ratio': 0.19, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",1.0,0.0,False,False,False,0.09,0.19,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
10.1136/jnnp-2013-305340,1054,"sitsapesan ha, holland p, oliphant z, de pennington n, brittain js, jenkinson n, joint c, aziz tz, green al. deep brain stimulation for tremor resulting from acquired brain injury.   jul;85(7):811-815. doi: 10.1136/jnnp-2013-305340.","{'doi': '10.1136/jnnp-2013-305340', 'times_cited': 10, 'recent_citations': 3, 'highly_cited_1': False, 'highly_cited_5': False, 'highly_cited_10': False, 'relative_citation_ratio': 0.63, 'field_citation_ratio': 3.29, 'license': 'This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information.'}",10.0,3.0,False,False,False,0.63,3.29,"This data has been sourced via the Dimensions Metrics API, use of which is subject to the terms at https://dimensions.ai/policies/terms/metrics/. Any use by an unregistered organization is not authorized. Please contact info@dimensions.ai for further information."
