ID,FinalDOI,Themes
1552,10.1136/bmjopen-2015-007911,"Blood, Translational Physiology"
1553,10.1016/j.vaccine.2015.06.105,Vaccines
1554,10.1074/jbc.m115.665695,Immunity and Inflammation
1555,10.1002/mds.26281,Functional Neurosciences and Imaging
1556,10.1158/1078-0432.ccr-15-0057,Genomic Medicine
1557,10.1097/qad.0000000000000675,Immunity and Inflammation
1558,10.1016/j.psychres.2015.07.059,Cognitive Health
1559,10.3389/fpsyt.2015.00104,Cognitive Health
1560,10.1371/journal.pone.0134037,Immunity and Inflammation
1561,10.1038/mi.2015.69,Immunity and Inflammation
1562,10.1016/j.ebiom.2015.08.016,Blood
1563,10.1016/j.brat.2015.05.016,Cognitive Health
1564,10.1016/j.neuroimage.2015.03.071,Cognitive Health
1565,10.1177/2040620715586527,Blood
1566,10.1186/s40900-015-0007-6,Patient and Public Involvement
1567,10.1186/s12911-015-0186-y,Biomedical Informatics and Technology
1568,10.1016/j.ijcard.2015.08.211,Prevention and Population Care
1569,10.1161/jaha.115.002150,Prevention and Population Care
1570,10.1017/s0033291715000240,Cognitive Health
1571,10.1159/000435788,Surgical Innovation and Evaluation
1572,10.1016/j.cmi.2015.03.026,Immunity and Inflammation
1573,10.1038/bjc.2015.203,Cancer
1574,10.1016/s1470-2045(15)00091-1,Cancer
1575,10.1016/j.radonc.2015.08.026,Cancer
1576,10.1038/bjc.2015.258,Cancer
1577,10.1016/j.jaci.2014.12.1943,Immunity and Inflammation
1578,10.1038/cddiscovery.2015.8,Blood
1579,10.1016/j.ejca.2015.06.131,Cancer
1580,10.1093/brain/awv161,Functional Neurosciences and Imaging
1581,10.1038/ismej.2015.149,Infection
1583,10.1002/ajmg.a.37083,Genomic Medicine
1584,10.1038/bjc.2015.281,Genomic Medicine
1585,10.1158/1078-0432.ccr-14-3136,Genomic Medicine
1586,10.1038/ng.3340,"Diabetes, Genomic Medicine"
1587,10.1016/j.ahj.2015.05.013,Cardiovascular
1588,10.1093/hmg/ddv176,Dementia and Cerebrovascular Disease
1589,10.1080/13825585.2015.1073218,Dementia and Cerebrovascular Disease
1590,10.2967/jnumed.115.159301,Translational Physiology
1591,10.1053/j.gastro.2015.07.043,Immunity and Inflammation
1592,10.1093/eurheartj/ehv353,Cardiovascular
1593,10.1093/pubmed/fdv112,Vaccines
1594,10.1126/scitranslmed.aac5745,"Immunity and Inflammation, Vaccines"
1595,10.1038/ncomms8502,"Diabetes, Genomic Medicine"
1596,10.1161/JAHA.115.001926,"Cardiovascular, Prevention and Population Care"
1597,10.1098/rstb.2014.0290,Immunity and Inflammation
1598,10.1073/pnas.1501956112,Immunity and Inflammation
1599,10.1111/ijs.12618,Dementia and Cerebrovascular Disease
1600,10.1038/ejhg.2015.165,Diabetes
1601,10.1186/s12968-015-0182-5,Cardiovascular
1602,10.1667/rr14150.1,Cancer
1603,10.1093/fampra/cmv074,Prevention and Population Care
1604,10.1370/afm.1845,Prevention and Population Care
1605,10.1109/jbhi.2015.2483902,Biomedical Informatics and Technology
1606,10.1177/1049732315603032,Patient and Public Involvement
1607,10.1200/jco.2014.58.3377,Cancer
1608,10.1002/bjs.9905,Cancer
1609,10.1016/j.brs.2015.04.010,Functional Neurosciences and Imaging
1610,10.1136/bmj.h4865,Prevention and Population Care
1613,10.1136/archdischild-2015-308723,Vaccines
1614,10.1371/journal.pbio.1002229,Infection
1615,10.1016/j.ajhg.2015.07.007,Genomic Medicine
1616,10.1016/j.ajhg.2015.07.006,Genomic Medicine
1617,10.1016/j.jcin.2015.04.029,Cardiovascular
1618,10.1080/19420862.2015.1100787,Blood
1619,10.1016/j.jcyt.2015.05.015,Blood
1620,10.1016/j.jbior.2015.09.005,Blood
1621,10.1371/journal.pone.0136207,Blood
1622,10.1002/14651858.cd010981.pub2,Blood
1623,10.1016/j.bbmt.2015.09.004,Blood
1624,10.1002/hbm.22855,Translational Physiology
1625,10.1016/s0140-6736(15)00067-7,"Cardiovascular, Prevention and Population Care"
1626,10.1161/circheartfailure.114.002169,Cardiovascular
1627,10.1016/j.wneu.2015.08.065,Functional Neurosciences and Imaging
1628,10.1098/rstb.2014.0241,Immunity and Inflammation
1629,10.1161/circulationaha.115.016424,"Dementia and Cerebrovascular Disease, Prevention and Population Care"
1630,10.1371/journal.pntd.0004029,"Blood, Vaccines"
1631,10.1371/journal.pone.0134353,Vaccines
1632,10.1172/jci82498,"Diabetes, Genomic Medicine"
1633,10.1016/j.rbmo.2015.08.017,Genomic Medicine
1634,10.1371/journal.pone.0137715,Functional Neurosciences and Imaging
1635,10.7554/elife.08789,Functional Neurosciences and Imaging
1636,10.1093/eurheartj/ehv442,Cardiovascular
1637,10.1111/ner.12348,Functional Neurosciences and Imaging
1638,10.1016/j.jhep.2015.08.038,Diabetes
1639,10.1080/23279095.2014.1003067,Dementia and Cerebrovascular Disease
1640,10.1523/jneurosci.2317-15.2015,Functional Neurosciences and Imaging
1641,10.1111/ggi.12139,Dementia and Cerebrovascular Disease
1642,10.3389/fmicb.2015.01016,Immunity and Inflammation
1643,10.1038/hr.2015.102,Cardiovascular
1644,10.1210/jc.2015-2649,Cardiovascular
1645,10.1371/journal.pgen.1005535,"Diabetes, Genomic Medicine"
1646,10.1212/wnl.0000000000002059,Dementia and Cerebrovascular Disease
1647,10.1016/s1473-3099(15)00062-6,Infection
1648,10.1378/chest.15-0416,"Cardiovascular, Translational Physiology"
1649,10.1093/infdis/jiv140,Immunity and Inflammation
1650,10.1128/jcm.00483-15,Immunity and Inflammation
1651,10.1093/annonc/mdv308,Cancer
1652,10.1097/cmr.0000000000000185,Cancer
1653,10.1007/s10620-015-3884-5,Cancer
1654,10.1016/s0140-6736(15)00128-2,"Biomedical Informatics and Technology, Prevention and Population Care"
1655,10.1136/jech-2015-205689,"Cardiovascular, Prevention and Population Care"
1656,10.1111/tme.12256,Blood
1657,10.1002/14651858.cd010984.pub2,Blood
1658,10.1016/j.exphem.2015.06.008,Blood
1659,10.1002/14651858.cd011577.pub2,Blood
1660,10.1016/j.ijmedinf.2015.05.003,"Biomedical Informatics and Technology, Prevention and Population Care"
1661,10.2337/db15-0627,Cardiovascular
1662,10.1007/s11325-015-1267-y,Translational Physiology
1663,10.3389/fimmu.2015.00531,Vaccines
1664,10.1371/journal.pone.0140345,Vaccines
1665,10.1093/infdis/jiv482,Vaccines
1666,10.15252/emmm.201505344,Genomic Medicine
1667,10.1530/erc-15-0081,Genomic Medicine
1668,10.1093/hmg/ddv228,Genomic Medicine
1669,10.1371/journal.pgen.1005378,"Cardiovascular, Genomic Medicine"
1670,10.1016/j.neuroimage.2015.09.071,Cognitive Health
1671,10.3389/fnins.2015.00395,Cognitive Health
1672,10.7717/peerj.1372,Cognitive Health
1673,10.1530/eje-15-0608,Diabetes
1674,10.1016/j.ultsonch.2015.05.035,Surgical Innovation and Evaluation
1675,10.1038/sc.2015.199,Patient and Public Involvement
1676,10.1080/15265161.2015.1088974,Patient and Public Involvement
1677,10.18632/oncotarget.6392,"Blood, Molecular Diagnostics"
1678,10.1002/14651858.cd010983.pub2,Blood
1679,10.2337/db15-0602,Diabetes
1680,10.1016/j.cortex.2015.10.019,Cognitive Health
1681,10.1136/bmjopen-2015-007808,Dementia and Cerebrovascular Disease
1682,10.1161/strokeaha.115.010290,Dementia and Cerebrovascular Disease
1683,10.1161/strokeaha.115.011021,Dementia and Cerebrovascular Disease
1684,10.1186/s13073-015-0236-1,Vaccines
1685,10.1016/j.vaccine.2015.10.126,Vaccines
1686,10.1093/cid/civ673,Vaccines
1687,10.1371/journal.pone.0141687,Vaccines
1688,10.1097/01.ogx.0000473766.71624.99,Genomic Medicine
1689,10.1055/s-0035-1567821,Genomic Medicine
1690,10.1158/1055-9965.epi-15-0363,Genomic Medicine
1691,10.1093/hmg/ddv331,Genomic Medicine
1692,10.1038/srep16286,Genomic Medicine
1693,10.1093/jnci/djv219,Genomic Medicine
1694,10.1210/jc.2015-2928,Diabetes
1695,10.1016/s0140-6736(15)00803-x,Diabetes
1696,10.1042/cs20140623,Cardiovascular
1697,10.1002/hec.3274,Other BRC Funded Work
1698,10.2217/epi.15.93,Blood
1699,10.1002/14651858.cd011771.pub2,Blood
1700,10.1111/nyas.12988,Blood
1701,10.1136/thoraxjnl-2015-207597,Translational Physiology
1702,10.1097/inf.0000000000001011,Vaccines
1703,10.1586/14760584.2016.1114419,Vaccines
1704,10.7554/elife.09000,Cognitive Health
1705,10.1016/j.rbmo.2015.09.002,Genomic Medicine
1706,10.1007/s10689-015-9826-8,Genomic Medicine
1707,10.1371/journal.pgen.1005716,Genomic Medicine
1708,10.1186/s13059-015-0856-1,Genomic Medicine
1709,10.1038/srep17369,Genomic Medicine
1710,10.1016/s1470-2045(15)00286-7,Genomic Medicine
1711,10.1016/j.rbmo.2015.07.005,Genomic Medicine
1712,10.1371/journal.pgen.1005694,Genomic Medicine
1713,10.2337/dc15-1194,"Biomedical Informatics and Technology, Diabetes"
1714,10.1111/cge.12721,Genomic Medicine
1715,10.1038/ng.3437,"Diabetes, Genomic Medicine, Immunity and Inflammation"
1716,10.1007/s00439-015-1616-8,Genomic Medicine
1717,10.1016/s0140-6736(15)01225-8,"Biomedical Informatics and Technology, Prevention and Population Care"
1718,10.3389/fphys.2015.00351,"Functional Neurosciences and Imaging, Cognitive Health"
1719,10.1002/jbmr.2778,Genomic Medicine
1720,10.1002/jbmr.2797,Genomic Medicine
1721,10.1002/eji.201545869,Immunity and Inflammation
1722,10.1111/cei.12747,Immunity and Inflammation
1723,10.3978/j.issn.2305-5839.2015.09.12,Immunity and Inflammation
1724,10.1136/annrheumdis-2015-207490,Immunity and Inflammation
1725,10.1016/j.resp.2015.12.006,"Cardiovascular, Translational Physiology"
1726,10.1038/ejhg.2015.209,Immunity and Inflammation
1727,10.1093/hmg/ddv367,Immunity and Inflammation
1728,10.1038/ncomms9495,Immunity and Inflammation
1729,10.1111/dote.12244,Cancer
1730,10.18632/oncotarget.5631,Cancer
1731,10.1016/j.ijrobp.2015.08.026,Cancer
1732,10.1016/j.jhep.2015.12.017,Immunity and Inflammation
1733,10.1016/j.arcmed.2015.12.003,Immunity and Inflammation
1734,10.7861/clinmedicine.15-6-s33,Immunity and Inflammation
1735,10.1016/j.celrep.2015.10.034,Immunity and Inflammation
1736,10.1136/bmjopen-2015-008748,"Immunity and Inflammation, Vaccines"
1737,10.1371/journal.ppat.1005177,Immunity and Inflammation
1739,10.1186/s13104-015-1576-z,Surgical Innovation and Evaluation
1740,10.1097/sla.0000000000001513,Surgical Innovation and Evaluation
1741,10.1111/codi.13033,Surgical Innovation and Evaluation
1742,10.1111/cei.12746,Immunity and Inflammation
1743,10.1038/ng.3434,Immunity and Inflammation
1744,10.1186/s12913-015-1246-9,Biomedical Informatics and Technology
1745,10.1136/jnnp-2015-310972,Functional Neurosciences and Imaging
1746,10.1016/j.expneurol.2015.12.004,Functional Neurosciences and Imaging
1747,10.1093/cercor/bhv244,Functional Neurosciences and Imaging
1748,10.1111/dme.13035,"Biomedical Informatics and Technology, Diabetes"
1749,10.1111/dme.12987,"Biomedical Informatics and Technology, Diabetes"
1750,10.1177/1545968315613864,Functional Neurosciences and Imaging
1751,10.1016/j.neuroimage.2015.10.090,"Cognitive Health, Functional Neurosciences and Imaging"
1752,10.1177/1932296814556506,Biomedical Informatics and Technology
1753,10.1177/1932296814542271,Biomedical Informatics and Technology
1754,10.1016/j.orcp.2015.10.001,Translational Physiology
1755,10.1016/j.healthpol.2015.09.005,Research Education and Training
1756,10.1126/scitranslmed.aad0689,Research Education and Training
1757,10.1016/s2213-2600(15)00466-x,Infection
1758,10.1002/mrm.26040,Cardiovascular
1759,10.1136/bmjopen-2015-009282,Cardiovascular
1760,10.1016/j.jcmg.2015.08.018,Cardiovascular
1761,10.1016/j.jhep.2015.10.009,Cardiovascular
1762,10.1016/j.jacc.2015.09.071,Cardiovascular
1763,10.1161/circep.114.002504,Cardiovascular
1764,10.1016/j.chembiol.2015.07.017,Immunity and Inflammation
1765,10.1038/tpj.2014.51,Molecular Diagnostics
1766,10.1038/leu.2015.129,"Blood, Cancer, Molecular Diagnostics"
1767,10.1182/blood-2015-05-647578,Genomic Medicine
1769,10.1182/blood-2015-10-674572,"Blood, Cancer, Molecular Diagnostics"
1770,10.1038/leu.2013.381,"Blood, Molecular Diagnostics"
1772,10.1038/ng.3304,"Cancer, Genomic Medicine, Molecular Diagnostics"
1773,10.1038/bmt.2015.215,Blood
1774,10.1007/s12687-016-0266-4,Genomic Medicine
1775,10.7554/elife.12047,"Cardiovascular, Translational Physiology"
1776,10.1136/bcr-2015-213573,Blood
1777,10.1016/j.celrep.2015.12.003,Blood
1778,10.1074/jbc.m115.696401,Genomic Medicine
1779,10.1136/jmedgenet-2015-103393,Genomic Medicine
1780,10.1111/cge.12773,Genomic Medicine
1781,10.1183/13993003.congress-2015.pa2413,Translational Physiology
1782,10.1136/bmjopen-2015-010150,Translational Physiology
1783,10.1136/bmjresp-2015-000110,Translational Physiology
1784,10.3399/bjgp16x683785,Translational Physiology
1785,10.1016/j.metabol.2016.01.001,Diabetes
1786,10.4084/mjhid.2015.037,Blood
1787,10.1182/blood-2015-01-621631,Blood
1788,10.1182/blood-2016-01-694331,Blood
1789,10.1056/nejmoa1507471,Blood
1790,10.1111/bjh.14021,Blood
1791,10.7748/ns.2017.e11006,Blood
1792,10.1136/bmjopen-2015-009702,Biomedical Informatics and Technology
1793,10.1001/jama.2015.18023,"Biomedical Informatics and Technology, Prevention and Population Care"
1794,10.1136/heartjnl-2015-308558,"Biomedical Informatics and Technology, Prevention and Population Care"
1795,10.1093/eurheartj/ehv322,Prevention and Population Care
1796,10.1093/eurheartj/ehv742,Prevention and Population Care
1797,10.1136/bmjopen-2015-009285,Patient and Public Involvement
1798,10.1136/bmjopen-2015-010412,"Immunity and Inflammation, Patient and Public Involvement"
1799,10.1371/journal.pgen.1005223,Immunity and Inflammation
1800,10.1007/s00109-014-1212-8,Vaccines
1801,10.1111/ajt.13607,Immunity and Inflammation
1802,10.1080/15548627.2015.1100356,Immunity and Inflammation
1803,10.1101/pdb.top070391,Immunity and Inflammation
1804,10.1038/cddiscovery.2015.36,Immunity and Inflammation
1806,10.1136/annrheumdis-2015-208640,Immunity and Inflammation
1807,10.1136/gutjnl-2015-310382,Immunity and Inflammation
1808,10.1016/j.clim.2015.12.003,Immunity and Inflammation
1810,10.1126/scitranslmed.aad6833,Immunity and Inflammation
1811,10.1111/ced.12802,Immunity and Inflammation
1812,10.1056/nejmoa1411627,Vaccines
1813,10.4103/0974-777x.170501,Immunity and Inflammation
1814,10.1016/j.cmi.2016.03.006,Vaccines
1815,10.1371/journal.pone.0154153,Vaccines
1816,10.1371/journal.pone.0144799,Immunity and Inflammation
1817,10.4049/jimmunol.1501102,Immunity and Inflammation
1818,10.1136/thoraxjnl-2014-206423,Immunity and Inflammation
1819,10.1136/annrheumdis-2014-206405,Immunity and Inflammation
1820,10.1136/bmj.h644,Immunity and Inflammation
1821,10.1016/j.jaut.2016.03.009,Immunity and Inflammation
1822,10.1097/aln.0000000000000924,Functional Neurosciences and Imaging
1823,10.1016/j.clinph.2016.01.015,Functional Neurosciences and Imaging
1824,10.1371/journal.pone.0149224,Functional Neurosciences and Imaging
1825,10.1523/jneurosci.1742-15.2016,Functional Neurosciences and Imaging
1826,10.1016/j.nicl.2015.04.003,"Dementia and Cerebrovascular Disease, Functional Neurosciences and Imaging, Cognitive Health"
1827,10.1126/scitranslmed.aad5651,Functional Neurosciences and Imaging
1828,10.4172/2469-9756.1000114,Cancer
1829,10.1212/wnl.0000000000002528,Dementia and Cerebrovascular Disease
1830,10.1093/ageing/afv177,Dementia and Cerebrovascular Disease
1831,10.1212/wnl.0000000000002208,Immunity and Inflammation
1832,10.18632/oncotarget.6981,Cancer
1833,10.1007/s11523-015-0410-9,Cancer
1834,10.1007/s00330-016-4227-4,Cancer
1835,10.1158/1078-0432.ccr-15-1489,Cancer
1836,10.1158/1078-0432.ccr-15-2218,Cancer
1837,10.18632/oncotarget.6770,Cancer
1838,10.1007/s00109-015-1377-9,Cancer
1839,10.1017/s0033291715002007,Cognitive Health
1840,10.1093/brain/awv334,"Functional Neurosciences and Imaging, Cognitive Health"
1841,10.1016/j.neuroimage.2015.09.021,"Functional Neurosciences and Imaging, Cognitive Health"
1842,10.1167/16.3.22,Cognitive Health
1843,10.1111/desc.12297,Cognitive Health
1844,10.1177/0269881115626336,Translational Physiology
1845,10.1136/bmjopen-2015-010337,Patient and Public Involvement
1846,10.1016/j.socscimed.2016.02.037,Patient and Public Involvement
1847,10.1016/j.clon.2015.11.002,"Cancer, Translational Physiology"
1848,10.4049/jimmunol.1502462,"Immunity and Inflammation, Vaccines"
1849,10.1186/s12977-016-0242-4,Immunity and Inflammation
1851,10.1007/s40121-015-0102-x,Immunity and Inflammation
1852,10.1002/cyto.b.21360,Immunity and Inflammation
1853,10.2217/fvl.15.92,Immunity and Inflammation
1854,10.1016/j.jaci.2015.09.048,Immunity and Inflammation
1855,10.1002/art.39515,Immunity and Inflammation
1856,10.1002/cam4.563,Cancer
1857,10.1016/j.vaccine.2016.01.062,Vaccines
1858,10.1088/0967-3334/37/4/610,Biomedical Informatics and Technology
1859,10.1111/jan.12959,Biomedical Informatics and Technology
1860,10.1186/s12911-016-0257-8,Biomedical Informatics and Technology
1861,10.1136/bmjopen-2015-008769,Biomedical Informatics and Technology
1862,10.1161/circresaha.115.307856,Cardiovascular
1863,10.1136/bmjopen-2015-009022,Prevention and Population Care
1864,10.1002/mrm.26152,Cardiovascular
1865,10.1111/bcp.12882,Cardiovascular
1866,10.1136/heartjnl-2015-309166,Cardiovascular
1867,10.1161/circimaging.115.004430,"Cardiovascular, Vaccines"
1868,10.1186/s12968-016-0227-4,Cardiovascular
1869,10.1002/jmri.25146,Cardiovascular
1870,10.1016/j.jcmg.2015.11.008,Cardiovascular
1871,10.1002/mrm.26106,Cardiovascular
1872,10.1038/sj.bdj.2015.496,Prevention and Population Care
1873,10.1016/j.jacc.2016.02.026,Health Economics
1874,10.1152/japplphysiol.00179.2015,Translational Physiology
1875,10.1093/europace/euv122,Translational Physiology
1876,10.1136/archdischild-2015-308928,Vaccines
1877,10.1186/s12910-015-0085-x,Vaccines
1878,10.1073/pnas.1519690113,Vaccines
1879,10.1016/j.jaci.2015.12.1303,Vaccines
1880,10.1371/journal.pone.0148840,Vaccines
1881,10.1016/j.vaccine.2016.02.036,Vaccines
1882,10.1186/s12967-016-0819-7,Vaccines
1883,10.1371/journal.pone.0150576,Vaccines
1884,10.1007/s12038-016-9588-y,Vaccines
1885,10.1097/inf.0000000000001056,Vaccines
1886,10.1111/tmi.12668,Infection
1887,10.1136/bmjopen-2015-010790,Vaccines
1888,10.1001/jama.2016.4218,Vaccines
1889,10.1016/s0140-6736(15)00257-3,Prevention and Population Care
1890,10.1186/s12916-015-0507-0,Prevention and Population Care
1891,10.1016/s0140-6736(15)60127-1,Prevention and Population Care
1892,10.1136/gutjnl-2015-309861.634,Prevention and Population Care
1893,10.1177/2047487315618784,Prevention and Population Care
1894,10.1093/fampra/cmv092,Prevention and Population Care
1895,10.1016/s0140-6736(15)00059-8,Prevention and Population Care
1896,10.1186/s12916-016-0550-5,Prevention and Population Care
1897,10.1016/j.jash.2015.03.108,Prevention and Population Care
1898,10.1136/bmj.i708,Prevention and Population Care
1899,10.1161/hypertensionaha.115.07108,Cardiovascular
1900,10.3399/bjgp16x684769,Prevention and Population Care
1901,10.1016/s0140-6736(16)00620-6,"Other BRC funded work, Prevention and Population Care"
1902,10.1016/s2215-0366(15)00231-x,Prevention and Population Care
1903,10.1037/ccp0000079,Prevention and Population Care
1904,10.4018/ijrqeh.2017070103,Prevention and Population Care
1906,10.1136/openhrt-2015-000330,Prevention and Population Care
1907,10.1186/s12968-015-0174-5,"Cardiovascular, Prevention and Population Care"
1908,10.1093/ehjci/jev043,Prevention and Population Care
1909,10.1093/eurheartj/ehv172,Prevention and Population Care
1910,10.1093/eurheartj/ehv098,Prevention and Population Care
1911,10.1093/ehjqcco/qcv013,Prevention and Population Care
1912,10.1212/wnl.0000000000002306,Dementia and Cerebrovascular Disease
1913,10.1136/jnnp-2015-311947,Dementia and Cerebrovascular Disease
1914,10.1161/strokeaha.115.011218,Dementia and Cerebrovascular Disease
1915,10.1093/ageing/afv134,Dementia and Cerebrovascular Disease
1916,10.1002/mrm.25713,Cardiovascular
1917,10.1016/j.jcmg.2014.12.025,Cardiovascular
1918,10.1038/ejhg.2015.31,Genomic Medicine
1919,10.1136/bmjopen-2015-009508,Biomedical Informatics and Technology
1920,10.1016/j.fertnstert.2014.12.123,Genomic Medicine
1921,10.1212/nxi.0000000000000088,Functional Neurosciences and Imaging
1922,10.1002/path.4520,Genomic Medicine
1923,10.1016/j.rbmo.2015.05.008,Genomic Medicine
1924,10.1177/0004563215597944,Genomic Medicine
1925,10.3389/fneur.2015.00241,Functional Neurosciences and Imaging
1926,10.1109/transducers.2015.7180863,Functional Neurosciences and Imaging
1927,10.1158/1078-0432.ccr-15-2903,Molecular Diagnostics
1928,10.1172/jci85715,Translational Physiology
1929,10.1056/nejmoa1509981,Molecular Diagnostics
1930,10.1056/nejmoa1509388,Molecular Diagnostics
1931,10.1016/j.rbmo.2015.05.018,Genomic Medicine
1932,10.1517/21678707.2015.1046434,Surgical Innovation and Evaluation
1933,10.1016/j.visres.2015.03.001,Surgical Innovation and Evaluation
1934,10.1073/pnas.1521325113,Surgical Innovation and Evaluation
1935,10.1038/nature14347,Surgical Innovation and Evaluation 
1936,10.1159/000444651,Surgical Innovation and Evaluation
1937,10.1016/s0140-6736(15)01309-4,Surgical Innovation and Evaluation
1938,10.1016/j.ejvs.2016.01.002,Surgical Innovation and Evaluation
1939,10.1016/j.ejvs.2015.11.002,Surgical Innovation and Evaluation
1940,10.1900/rds.2015.12.330,Diabetes
1941,10.1016/j.ejvs.2015.09.022,Surgical Innovation and Evaluation
1942,10.1002/jso.24109,Surgical Innovation and Evaluation
1943,10.1007/s11934-015-0573-z,Surgical Innovation and Evaluation
1944,10.1038/nrc4019,Surgical Innovation and Evaluation
1945,10.1128/jcm.00378-15,Infection
1946,10.1192/bjp.bp.114.152363,Cognitive Health
1947,10.1136/bmj.h3441,Infection
1948,10.1378/chest.15-1130,Infection
1949,10.1038/ncomms11465,Infection
1950,10.1136/thoraxjnl-2015-207688,Infection
1951,10.1128/genomea.01649-15,Infection
1952,10.1038/nrmicro.2015.13,Infection
1953,10.1016/j.jad.2015.02.026,Cognitive Health
1954,10.3389/fpsyt.2015.00003,Cognitive Health
1955,10.1177/0956797615583071,Cognitive Health
1956,10.1177/0020764015597951,Cognitive Health
1957,10.1007/s10608-015-9671-y,Cognitive Health
1958,10.1111/cdev.12396,Cognitive Health
1959,10.1016/j.jad.2015.08.042,Cognitive Health
1960,10.1016/j.tics.2015.08.003,Cognitive Health
1961,10.1098/rsif.2015.0670,Cognitive Health
1962,10.1161/strokeaha.115.009078,Dementia and Cerebrovascular Disease
1963,10.1177/0020764015615905,Cognitive Health
1964,10.1038/tp.2015.207,Cognitive Health
1965,10.1146/annurev-clinpsy-021815-092925,Cognitive Health
1966,10.1093/hmg/ddv637,Dementia and Cerebrovascular Disease
1967,10.1097/inf.0000000000000782,Vaccines
1968,10.1016/j.vaccine.2015.12.021,Vaccines
1969,10.1002/eji.201545890,Vaccines
1970,10.1093/ofid/ofv144,Vaccines
1971,10.1037/pas0000327,Prevention and Population Care
1972,10.1097/inf.0000000000001237,Vaccines
1973,10.1084/jem.20151025,Vaccines
1974,10.1016/j.jacc.2016.03.543,Cardiovascular
1975,10.1161/circulationaha.115.017119,Cardiovascular
1976,10.1093/europace/euw102,Cardiovascular
1977,10.1161/hypertensionaha.116.07431,Cardiovascular
1978,10.1056/nejmoa1507750,Cardiovascular
1979,10.1016/j.jhin.2014.12.021,Infection
1980,10.1136/bmj.h3413,Infection
1981,10.1371/journal.pgen.1005421,Infection
1982,10.1128/mbio.02039-15,Infection
1983,10.1128/mbio.02162-15,Infection
1984,10.1128/aem.03821-15,"Genomic Medicine, Infection"
1985,10.1016/s1473-3099(16)00010-4,Infection
1986,10.3310/hta19800,Health Economics
1987,10.1016/j.ypmed.2015.12.012,Health Economics
1988,10.1002/mds.26423,Health Economics
1989,10.1186/s13054-015-0987-5,Health Economics
1990,10.1038/nri.2016.43,Vaccines
1991,10.1093/eurheartj/ehw229,Prevention and Population Care
1992,10.1136/heartjnl-2016-309642,Cardiovascular
1993,10.3389/fphys.2016.00231,"Cardiovascular, Translational Physiology"
1994,10.1542/peds.2016-0050,Cardiovascular
1995,10.1161/circulationaha.115.017888,Cardiovascular
1996,10.1183/13993003.00321-2016,Translational Physiology
1997,10.1148/radiol.2016152629,Cardiovascular
1998,10.1161/strokeaha.116.012658,Prevention and Population Care
1999,10.1161/strokeaha.115.011625,Dementia and Cerebrovascular Disease
2000,10.1177/1747493016632237,Surgical Innovation and Evaluation
2001,10.1177/1747493016632238,Dementia and Cerebrovascular disease
2002,10.1161/strokeaha.115.011545,Dementia and Cerebrovascular Disease
2003,10.1161/strokeaha.115.011328,Dementia and Cerebrovascular Disease
2004,10.1212/wnl.0000000000002263,Dementia and Cerebrovascular Disease
2005,10.1161/strokeaha.115.009816,Dementia and Cerebrovascular Disease
2006,10.1016/s1474-4422(15)00132-5,Dementia and Cerebrovascular Disease
2007,10.1161/strokeaha.115.009387,Dementia and Cerebrovascular Disease
2008,10.1161/strokeaha.114.008540,Dementia and Cerebrovascular Disease
2009,10.1161/strokeaha.114.008043,Dementia and Cerebrovascular Disease
2010,10.1161/strokeaha.114.007930,Dementia and Cerebrovascular Disease
2011,10.1161/strokeaha.114.007221,Dementia and Cerebrovascular Disease
2012,10.1161/strokeaha.115.012411,Dementia and Cerebrovascular Disease
2013,10.1136/bmj.i2648,Prevention and Population Care
2014,10.3233/jad-150862,"Dementia and Cerebrovascular Disease, Functional Neurosciences and Imaging, Cognitive Health"
2015,10.1136/jnnp-2015-312945,Dementia and Cerebrovascular Disease
2016,10.1016/j.jns.2015.08.392,Dementia and Cerebrovascular Disease
2018,10.1016/j.cpr.2016.04.010,Cognitive Health
2019,10.1016/j.jad.2016.06.049,Cognitive Health
2020,10.1111/resp.12798,Translational Physiology
2021,10.1111/bjh.14066,Molecular Diagnostics
2022,10.1111/liv.13163,Diabetes
2023,10.1016/j.coi.2016.05.004,Immunity and Inflammation
2024,10.4049/jimmunol.1500619,Immunity and Inflammation
2025,10.1038/nm.4100,Immunity and Inflammation
2026,10.3201/eid2204.151812,Infection
2027,10.1038/ncomms11653,Immunity and Inflammation
2028,10.1084/jem.20151517,Immunity and Inflammation
2029,10.1038/nri.2016.38,Immunity and Inflammation
2030,10.1038/ajg.2016.40,Immunity and Inflammation
2032,10.1007/s00125-016-3920-9,Diabetes
2033,10.1093/infdis/jiv592,Immunity and Inflammation
2034,10.1080/19382014.2016.1182276,"Diabetes, Genomic Medicine"
2035,10.1002/hep.28294,Immunity and Inflammation
2036,10.3233/jad-141764,Dementia and Cerebrovascular Disease
2037,10.1371/journal.pone.0114050,Dementia and Cerebrovascular Disease
2038,10.1016/j.neurobiolaging.2016.03.002,Dementia and Cerebrovascular Disease
2039,10.1177/0271678x15606722,Dementia and Cerebrovascular Disease
2040,10.1007/s00262-016-1831-8,Vaccines
2041,10.1016/j.vaccine.2016.06.051,Vaccines
2042,10.1093/infdis/jiw244,Vaccines
2043,10.1371/journal.pntd.0004766,Vaccines
2044,10.1186/s13073-016-0337-5,Vaccines
2045,10.1016/j.vaccine.2016.06.024,Vaccines
2046,10.1093/brain/aww075,Functional Neurosciences and Imaging
